huc8,source_author,source_gage,source_sensor,wy,wy_mo,cy,cy_mo,mo_days,wy_type,af,cfs
North Fork American,CDEC,AMA,65,1909,11,1909,8,31,W,16000,260.2150538
North Fork American,CDEC,AMA,65,1909,12,1909,9,30,W,7420,124.6972222
North Fork American,CDEC,AMA,65,1910,1,1909,10,31,W,13100,213.0510753
North Fork American,CDEC,AMA,65,1910,2,1909,11,30,W,109040,1832.477778
North Fork American,CDEC,AMA,65,1910,3,1909,12,31,W,200500,3260.819892
North Fork American,CDEC,AMA,65,1910,4,1910,1,31,W,227900,3706.438172
North Fork American,CDEC,AMA,65,1910,5,1910,2,28,W,117600,2117.5
North Fork American,CDEC,AMA,65,1910,6,1910,3,31,W,290780,4729.083333
North Fork American,CDEC,AMA,65,1910,7,1910,4,30,W,277580,4664.886111
North Fork American,CDEC,AMA,65,1910,8,1910,5,31,W,210400,3421.827957
North Fork American,CDEC,AMA,65,1910,9,1910,6,30,W,54300,912.5416667
North Fork American,CDEC,AMA,65,1910,10,1910,7,31,W,13780,224.1102151
North Fork American,CDEC,AMA,65,1910,11,1910,8,31,W,6100,99.20698925
North Fork American,CDEC,AMA,65,1910,12,1910,9,30,W,5520,92.76666667
North Fork American,CDEC,AMA,65,1911,1,1910,10,31,W,9100,147.9973118
North Fork American,CDEC,AMA,65,1911,2,1910,11,30,W,12940,217.4638889
North Fork American,CDEC,AMA,65,1911,3,1910,12,31,W,39300,639.1532258
North Fork American,CDEC,AMA,65,1911,4,1911,1,31,W,396400,6446.827957
North Fork American,CDEC,AMA,65,1911,5,1911,2,28,W,264300,4758.973214
North Fork American,CDEC,AMA,65,1911,6,1911,3,31,W,363480,5911.435484
North Fork American,CDEC,AMA,65,1911,7,1911,4,30,W,413080,6942.038889
North Fork American,CDEC,AMA,65,1911,8,1911,5,31,W,413600,6726.55914
North Fork American,CDEC,AMA,65,1911,9,1911,6,30,W,501300,8424.625
North Fork American,CDEC,AMA,65,1911,10,1911,7,31,W,78480,1276.354839
North Fork American,CDEC,AMA,65,1911,11,1911,8,31,W,11700,190.2822581
North Fork American,CDEC,AMA,65,1911,12,1911,9,30,W,8120,136.4611111
North Fork American,CDEC,AMA,65,1912,1,1911,10,31,BN,9100,147.9973118
North Fork American,CDEC,AMA,65,1912,2,1911,11,30,BN,8430,141.6708333
North Fork American,CDEC,AMA,65,1912,3,1911,12,31,BN,9100,147.9973118
North Fork American,CDEC,AMA,65,1912,4,1912,1,32,BN,20000,315.1041667
North Fork American,CDEC,AMA,65,1912,5,1912,2,29,BN,19600,340.7471264
North Fork American,CDEC,AMA,65,1912,6,1912,3,32,BN,46580,733.8776042
North Fork American,CDEC,AMA,65,1912,7,1912,4,31,BN,64980,1056.798387
North Fork American,CDEC,AMA,65,1912,8,1912,5,32,BN,235600,3711.927083
North Fork American,CDEC,AMA,65,1912,9,1912,6,31,BN,117800,1915.833333
North Fork American,CDEC,AMA,65,1912,10,1912,7,32,BN,19180,302.1848958
North Fork American,CDEC,AMA,65,1912,11,1912,8,32,BN,6780,106.8203125
North Fork American,CDEC,AMA,65,1912,12,1912,9,31,BN,9210,149.7862903
North Fork American,CDEC,AMA,65,1913,1,1912,10,32,D,6100,96.10677083
North Fork American,CDEC,AMA,65,1913,2,1912,11,31,D,33140,538.9704301
North Fork American,CDEC,AMA,65,1913,3,1912,12,32,D,18900,297.7734375
North Fork American,CDEC,AMA,65,1913,4,1913,1,31,D,56600,920.5107527
North Fork American,CDEC,AMA,65,1913,5,1913,2,28,D,28700,516.7708333
North Fork American,CDEC,AMA,65,1913,6,1913,3,31,D,33880,551.0053763
North Fork American,CDEC,AMA,65,1913,7,1913,4,30,D,210080,3530.511111
North Fork American,CDEC,AMA,65,1913,8,1913,5,31,D,306600,4986.370968
North Fork American,CDEC,AMA,65,1913,9,1913,6,30,D,89500,1504.097222
North Fork American,CDEC,AMA,65,1913,10,1913,7,31,D,23480,381.8655914
North Fork American,CDEC,AMA,65,1913,11,1913,8,31,D,12300,200.0403226
North Fork American,CDEC,AMA,65,1913,12,1913,9,30,D,5010,84.19583333
North Fork American,CDEC,AMA,65,1914,1,1913,10,31,W,4490,73.02284946
North Fork American,CDEC,AMA,65,1914,2,1913,11,30,W,10740,180.4916667
North Fork American,CDEC,AMA,65,1914,3,1913,12,31,W,59400,966.0483871
North Fork American,CDEC,AMA,65,1914,4,1914,1,31,W,472000,7676.344086
North Fork American,CDEC,AMA,65,1914,5,1914,2,28,W,193000,3475.14881
North Fork American,CDEC,AMA,65,1914,6,1914,3,31,W,147080,2392.026882
North Fork American,CDEC,AMA,65,1914,7,1914,4,30,W,403080,6773.983333
North Fork American,CDEC,AMA,65,1914,8,1914,5,31,W,344600,5604.38172
North Fork American,CDEC,AMA,65,1914,9,1914,6,30,W,202800,3408.166667
North Fork American,CDEC,AMA,65,1914,10,1914,7,31,W,56080,912.0537634
North Fork American,CDEC,AMA,65,1914,11,1914,8,31,W,10020,162.9596774
North Fork American,CDEC,AMA,65,1914,12,1914,9,30,W,4610,77.47361111
North Fork American,CDEC,AMA,65,1915,1,1914,10,31,W,4690,76.27553763
North Fork American,CDEC,AMA,65,1915,2,1914,11,30,W,5510,92.59861111
North Fork American,CDEC,AMA,65,1915,3,1914,12,31,W,19700,320.3897849
North Fork American,CDEC,AMA,65,1915,4,1915,1,31,W,49300,801.7876344
North Fork American,CDEC,AMA,65,1915,5,1915,2,28,W,340000,6122.02381
North Fork American,CDEC,AMA,65,1915,6,1915,3,31,W,293080,4766.489247
North Fork American,CDEC,AMA,65,1915,7,1915,4,30,W,271080,4555.65
North Fork American,CDEC,AMA,65,1915,8,1915,5,31,W,588600,9572.66129
North Fork American,CDEC,AMA,65,1915,9,1915,6,30,W,189800,3189.694444
North Fork American,CDEC,AMA,65,1915,10,1915,7,31,W,29880,485.9516129
North Fork American,CDEC,AMA,65,1915,11,1915,8,31,W,13300,216.3037634
North Fork American,CDEC,AMA,65,1915,12,1915,9,30,W,6140,103.1861111
North Fork American,CDEC,AMA,65,1916,1,1915,10,31,W,3330,54.15725806
North Fork American,CDEC,AMA,65,1916,2,1915,11,30,W,10340,173.7694444
North Fork American,CDEC,AMA,65,1916,3,1915,12,31,W,48900,795.2822581
North Fork American,CDEC,AMA,65,1916,4,1916,1,32,W,117000,1843.359375
North Fork American,CDEC,AMA,65,1916,5,1916,2,29,W,225000,3911.637931
North Fork American,CDEC,AMA,65,1916,6,1916,3,32,W,330080,5200.479167
North Fork American,CDEC,AMA,65,1916,7,1916,4,31,W,314080,5108.021505
North Fork American,CDEC,AMA,65,1916,8,1916,5,32,W,263600,4153.072917
North Fork American,CDEC,AMA,65,1916,9,1916,6,31,W,168800,2745.268817
North Fork American,CDEC,AMA,65,1916,10,1916,7,32,W,46780,737.0286458
North Fork American,CDEC,AMA,65,1916,11,1916,8,32,W,11600,182.7604167
North Fork American,CDEC,AMA,65,1916,12,1916,9,31,W,6530,106.2002688
North Fork American,CDEC,AMA,65,1917,1,1916,10,32,AN,13900,218.9973958
North Fork American,CDEC,AMA,65,1917,2,1916,11,31,AN,14540,236.4704301
North Fork American,CDEC,AMA,65,1917,3,1916,12,32,AN,53700,846.0546875
North Fork American,CDEC,AMA,65,1917,4,1917,1,31,AN,27800,452.1236559
North Fork American,CDEC,AMA,65,1917,5,1917,2,28,AN,119000,2142.708333
North Fork American,CDEC,AMA,65,1917,6,1917,3,31,AN,105080,1708.962366
North Fork American,CDEC,AMA,65,1917,7,1917,4,30,AN,263080,4421.205556
North Fork American,CDEC,AMA,65,1917,8,1917,5,31,AN,287600,4677.365591
North Fork American,CDEC,AMA,65,1917,9,1917,6,30,AN,228800,3845.111111
North Fork American,CDEC,AMA,65,1917,10,1917,7,31,AN,41680,677.8602151
North Fork American,CDEC,AMA,65,1917,11,1917,8,31,AN,10800,175.6451613
North Fork American,CDEC,AMA,65,1917,12,1917,9,30,AN,6020,101.1694444
North Fork American,CDEC,AMA,65,1918,1,1917,10,31,D,5360,87.17204301
North Fork American,CDEC,AMA,65,1918,2,1917,11,30,D,7480,125.7055556
North Fork American,CDEC,AMA,65,1918,3,1917,12,31,D,13900,226.061828
North Fork American,CDEC,AMA,65,1918,4,1918,1,31,D,12300,200.0403226
North Fork American,CDEC,AMA,65,1918,5,1918,2,28,D,35700,642.8125
North Fork American,CDEC,AMA,65,1918,6,1918,3,31,D,113080,1839.069892
North Fork American,CDEC,AMA,65,1918,7,1918,4,30,D,189080,3177.594444
North Fork American,CDEC,AMA,65,1918,8,1918,5,31,D,154600,2514.327957
North Fork American,CDEC,AMA,65,1918,9,1918,6,30,D,69800,1173.027778
North Fork American,CDEC,AMA,65,1918,10,1918,7,31,D,10290,167.3508065
North Fork American,CDEC,AMA,65,1918,11,1918,8,31,D,4930,80.17876344
North Fork American,CDEC,AMA,65,1918,12,1918,9,30,D,10280,172.7611111
North Fork American,CDEC,AMA,65,1919,1,1918,10,31,BN,20900,339.905914
North Fork American,CDEC,AMA,65,1919,2,1918,11,30,BN,19440,326.7
North Fork American,CDEC,AMA,65,1919,3,1918,12,31,BN,17600,286.2365591
North Fork American,CDEC,AMA,65,1919,4,1919,1,31,BN,18800,305.7526882
North Fork American,CDEC,AMA,65,1919,5,1919,2,28,BN,123000,2214.732143
North Fork American,CDEC,AMA,65,1919,6,1919,3,31,BN,114080,1855.333333
North Fork American,CDEC,AMA,65,1919,7,1919,4,30,BN,311080,5227.872222
North Fork American,CDEC,AMA,65,1919,8,1919,5,31,BN,231600,3766.612903
North Fork American,CDEC,AMA,65,1919,9,1919,6,30,BN,40400,678.9444444
North Fork American,CDEC,AMA,65,1919,10,1919,7,31,BN,10160,165.2365591
North Fork American,CDEC,AMA,65,1919,11,1919,8,31,BN,5300,86.19623656
North Fork American,CDEC,AMA,65,1919,12,1919,9,30,BN,4280,71.92777778
North Fork American,CDEC,AMA,65,1920,1,1919,10,31,C,5920,96.27956989
North Fork American,CDEC,AMA,65,1920,2,1919,11,30,C,5150,86.54861111
North Fork American,CDEC,AMA,65,1920,3,1919,12,31,C,21400,348.0376344
North Fork American,CDEC,AMA,65,1920,4,1920,1,32,C,16000,252.0833333
North Fork American,CDEC,AMA,65,1920,5,1920,2,29,C,16500,286.8534483
North Fork American,CDEC,AMA,65,1920,6,1920,3,32,C,83080,1308.942708
North Fork American,CDEC,AMA,65,1920,7,1920,4,31,C,173080,2814.876344
North Fork American,CDEC,AMA,65,1920,8,1920,5,32,C,208600,3286.536458
North Fork American,CDEC,AMA,65,1920,9,1920,6,31,C,66800,1086.397849
North Fork American,CDEC,AMA,65,1920,10,1920,7,32,C,12580,198.2005208
North Fork American,CDEC,AMA,65,1920,11,1920,8,32,C,4780,75.30989583
North Fork American,CDEC,AMA,65,1920,12,1920,9,31,C,3820,62.12634409
North Fork American,CDEC,AMA,65,1921,1,1920,10,32,AN,12200,192.2135417
North Fork American,CDEC,AMA,65,1921,2,1920,11,31,AN,70840,1152.102151
North Fork American,CDEC,AMA,65,1921,3,1920,12,32,AN,88500,1394.335938
North Fork American,CDEC,AMA,65,1921,4,1921,1,31,AN,149000,2423.252688
North Fork American,CDEC,AMA,65,1921,5,1921,2,28,AN,114000,2052.678571
North Fork American,CDEC,AMA,65,1921,6,1921,3,31,AN,216080,3514.204301
North Fork American,CDEC,AMA,65,1921,7,1921,4,30,AN,193080,3244.816667
North Fork American,CDEC,AMA,65,1921,8,1921,5,31,AN,226600,3685.295699
North Fork American,CDEC,AMA,65,1921,9,1921,6,30,AN,152800,2567.888889
North Fork American,CDEC,AMA,65,1921,10,1921,7,31,AN,30680,498.9623656
North Fork American,CDEC,AMA,65,1921,11,1921,8,31,AN,7630,124.0900538
North Fork American,CDEC,AMA,65,1921,12,1921,9,30,AN,5260,88.39722222
North Fork American,CDEC,AMA,65,1922,1,1921,10,31,AN,5750,93.51478495
North Fork American,CDEC,AMA,65,1922,2,1921,11,30,AN,6350,106.7152778
North Fork American,CDEC,AMA,65,1922,3,1921,12,31,AN,25100,408.2123656
North Fork American,CDEC,AMA,65,1922,4,1922,1,31,AN,30500,496.0349462
North Fork American,CDEC,AMA,65,1922,5,1922,2,28,AN,101000,1818.60119
North Fork American,CDEC,AMA,65,1922,6,1922,3,31,AN,125080,2034.231183
North Fork American,CDEC,AMA,65,1922,7,1922,4,30,AN,215080,3614.538889
North Fork American,CDEC,AMA,65,1922,8,1922,5,31,AN,446600,7263.252688
North Fork American,CDEC,AMA,65,1922,9,1922,6,30,AN,274800,4618.166667
North Fork American,CDEC,AMA,65,1922,10,1922,7,31,AN,40080,651.8387097
North Fork American,CDEC,AMA,65,1922,11,1922,8,31,AN,8490,138.0766129
North Fork American,CDEC,AMA,65,1922,12,1922,9,30,AN,5280,88.73333333
North Fork American,CDEC,AMA,65,1923,1,1922,10,31,BN,12500,203.2930108
North Fork American,CDEC,AMA,65,1923,2,1922,11,30,BN,24240,407.3666667
North Fork American,CDEC,AMA,65,1923,3,1922,12,31,BN,160000,2602.150538
North Fork American,CDEC,AMA,65,1923,4,1923,1,31,BN,97800,1590.564516
North Fork American,CDEC,AMA,65,1923,5,1923,2,28,BN,70500,1269.419643
North Fork American,CDEC,AMA,65,1923,6,1923,3,31,BN,115080,1871.596774
North Fork American,CDEC,AMA,65,1923,7,1923,4,30,BN,228080,3833.011111
North Fork American,CDEC,AMA,65,1923,8,1923,5,31,BN,260600,4238.252688
North Fork American,CDEC,AMA,65,1923,9,1923,6,30,BN,108800,1828.444444
North Fork American,CDEC,AMA,65,1923,10,1923,7,31,BN,45380,738.0349462
North Fork American,CDEC,AMA,65,1923,11,1923,8,31,BN,9720,158.0806452
North Fork American,CDEC,AMA,65,1923,12,1923,9,30,BN,7300,122.6805556
North Fork American,CDEC,AMA,65,1924,1,1923,10,31,C,12600,204.9193548
North Fork American,CDEC,AMA,65,1924,2,1923,11,30,C,6470,108.7319444
North Fork American,CDEC,AMA,65,1924,3,1923,12,31,C,8360,135.9623656
North Fork American,CDEC,AMA,65,1924,4,1924,1,32,C,13600,214.2708333
North Fork American,CDEC,AMA,65,1924,5,1924,2,29,C,48300,839.6982759
North Fork American,CDEC,AMA,65,1924,6,1924,3,32,C,21780,343.1484375
North Fork American,CDEC,AMA,65,1924,7,1924,4,31,C,60180,978.733871
North Fork American,CDEC,AMA,65,1924,8,1924,5,32,C,46000,724.7395833
North Fork American,CDEC,AMA,65,1924,9,1924,6,31,C,7230,117.5846774
North Fork American,CDEC,AMA,65,1924,10,1924,7,32,C,3540,55.7734375
North Fork American,CDEC,AMA,65,1924,11,1924,8,32,C,2640,41.59375
North Fork American,CDEC,AMA,65,1924,12,1924,9,31,C,2030,33.01478495
North Fork American,CDEC,AMA,65,1925,1,1924,10,32,D,7700,121.3151042
North Fork American,CDEC,AMA,65,1925,2,1924,11,31,D,21240,345.4354839
North Fork American,CDEC,AMA,65,1925,3,1924,12,32,D,38600,608.1510417
North Fork American,CDEC,AMA,65,1925,4,1925,1,31,D,36600,595.2419355
North Fork American,CDEC,AMA,65,1925,5,1925,2,28,D,200000,3601.190476
North Fork American,CDEC,AMA,65,1925,6,1925,3,31,D,117080,1904.123656
North Fork American,CDEC,AMA,65,1925,7,1925,4,30,D,236080,3967.455556
North Fork American,CDEC,AMA,65,1925,8,1925,5,31,D,219600,3571.451613
North Fork American,CDEC,AMA,65,1925,9,1925,6,30,D,94800,1593.166667
North Fork American,CDEC,AMA,65,1925,10,1925,7,31,D,27280,443.6666667
North Fork American,CDEC,AMA,65,1925,11,1925,8,31,D,8180,133.0349462
North Fork American,CDEC,AMA,65,1925,12,1925,9,30,D,5880,98.81666667
North Fork American,CDEC,AMA,65,1926,1,1925,10,31,D,8070,131.2459677
North Fork American,CDEC,AMA,65,1926,2,1925,11,30,D,9620,161.6694444
North Fork American,CDEC,AMA,65,1926,3,1925,12,31,D,19600,318.7634409
North Fork American,CDEC,AMA,65,1926,4,1926,1,31,D,17200,279.7311828
North Fork American,CDEC,AMA,65,1926,5,1926,2,28,D,87200,1570.119048
North Fork American,CDEC,AMA,65,1926,6,1926,3,31,D,96580,1570.723118
North Fork American,CDEC,AMA,65,1926,7,1926,4,30,D,187080,3143.983333
North Fork American,CDEC,AMA,65,1926,8,1926,5,31,D,83000,1349.865591
North Fork American,CDEC,AMA,65,1926,9,1926,6,30,D,22600,379.8055556
North Fork American,CDEC,AMA,65,1926,10,1926,7,31,D,6380,103.7607527
North Fork American,CDEC,AMA,65,1926,11,1926,8,31,D,3470,56.43413978
North Fork American,CDEC,AMA,65,1926,12,1926,9,30,D,2740,46.04722222
North Fork American,CDEC,AMA,65,1927,1,1926,10,31,W,4850,78.87768817
North Fork American,CDEC,AMA,65,1927,2,1926,11,30,W,73240,1230.838889
North Fork American,CDEC,AMA,65,1927,3,1926,12,31,W,48600,790.4032258
North Fork American,CDEC,AMA,65,1927,4,1927,1,31,W,88500,1439.314516
North Fork American,CDEC,AMA,65,1927,5,1927,2,28,W,286000,5149.702381
North Fork American,CDEC,AMA,65,1927,6,1927,3,31,W,175080,2847.403226
North Fork American,CDEC,AMA,65,1927,7,1927,4,30,W,302080,5076.622222
North Fork American,CDEC,AMA,65,1927,8,1927,5,31,W,275600,4482.204301
North Fork American,CDEC,AMA,65,1927,9,1927,6,30,W,176800,2971.222222
North Fork American,CDEC,AMA,65,1927,10,1927,7,31,W,36580,594.9166667
North Fork American,CDEC,AMA,65,1927,11,1927,8,31,W,9220,149.9489247
North Fork American,CDEC,AMA,65,1927,12,1927,9,30,W,5790,97.30416667
North Fork American,CDEC,AMA,65,1928,1,1927,10,31,AN,6660,108.3145161
North Fork American,CDEC,AMA,65,1928,2,1927,11,30,AN,49240,827.5055556
North Fork American,CDEC,AMA,65,1928,3,1927,12,31,AN,28400,461.8817204
North Fork American,CDEC,AMA,65,1928,4,1928,1,32,AN,38100,600.2734375
North Fork American,CDEC,AMA,65,1928,5,1928,2,29,AN,50000,869.2528736
North Fork American,CDEC,AMA,65,1928,6,1928,3,32,AN,461080,7264.411458
North Fork American,CDEC,AMA,65,1928,7,1928,4,31,AN,174080,2831.139785
North Fork American,CDEC,AMA,65,1928,8,1928,5,32,AN,159600,2514.53125
North Fork American,CDEC,AMA,65,1928,9,1928,6,31,AN,30100,489.5295699
North Fork American,CDEC,AMA,65,1928,10,1928,7,32,AN,9920,156.2916667
North Fork American,CDEC,AMA,65,1928,11,1928,8,32,AN,5300,83.50260417
North Fork American,CDEC,AMA,65,1928,12,1928,9,31,AN,3650,59.36155914
North Fork American,CDEC,AMA,65,1929,1,1928,10,32,C,3920,61.76041667
North Fork American,CDEC,AMA,65,1929,2,1928,11,31,C,7060,114.8198925
North Fork American,CDEC,AMA,65,1929,3,1928,12,32,C,12600,198.515625
North Fork American,CDEC,AMA,65,1929,4,1929,1,31,C,11500,187.0295699
North Fork American,CDEC,AMA,65,1929,5,1929,2,28,C,30400,547.3809524
North Fork American,CDEC,AMA,65,1929,6,1929,3,31,C,62180,1011.260753
North Fork American,CDEC,AMA,65,1929,7,1929,4,30,C,94680,1591.15
North Fork American,CDEC,AMA,65,1929,8,1929,5,31,C,168600,2742.016129
North Fork American,CDEC,AMA,65,1929,9,1929,6,30,C,77000,1294.027778
North Fork American,CDEC,AMA,65,1929,10,1929,7,31,C,14180,230.6155914
North Fork American,CDEC,AMA,65,1929,11,1929,8,31,C,5030,81.80510753
North Fork American,CDEC,AMA,65,1929,12,1929,9,30,C,3500,58.81944444
North Fork American,CDEC,AMA,65,1930,1,1929,10,31,D,3100,50.41666667
North Fork American,CDEC,AMA,65,1930,2,1929,11,30,D,2600,43.69444444
North Fork American,CDEC,AMA,65,1930,3,1929,12,31,D,83000,1349.865591
North Fork American,CDEC,AMA,65,1930,4,1930,1,31,D,70700,1149.825269
North Fork American,CDEC,AMA,65,1930,5,1930,2,28,D,78900,1420.669643
North Fork American,CDEC,AMA,65,1930,6,1930,3,31,D,133100,2164.663978
North Fork American,CDEC,AMA,65,1930,7,1930,4,30,D,163100,2740.986111
North Fork American,CDEC,AMA,65,1930,8,1930,5,31,D,111600,1815
North Fork American,CDEC,AMA,65,1930,9,1930,6,30,D,53900,905.8194444
North Fork American,CDEC,AMA,65,1930,10,1930,7,31,D,11200,182.1505376
North Fork American,CDEC,AMA,65,1930,11,1930,8,31,D,4600,74.81182796
North Fork American,CDEC,AMA,65,1930,12,1930,9,30,D,3100,52.09722222
North Fork American,CDEC,AMA,65,1931,1,1930,10,31,C,3200,52.04301075
North Fork American,CDEC,AMA,65,1931,2,1930,11,30,C,10700,179.8194444
North Fork American,CDEC,AMA,65,1931,3,1930,12,31,C,6200,100.8333333
North Fork American,CDEC,AMA,65,1931,4,1931,1,31,C,19200,312.2580645
North Fork American,CDEC,AMA,65,1931,5,1931,2,28,C,25800,464.5535714
North Fork American,CDEC,AMA,65,1931,6,1931,3,31,C,58900,957.9166667
North Fork American,CDEC,AMA,65,1931,7,1931,4,30,C,74500,1252.013889
North Fork American,CDEC,AMA,65,1931,8,1931,5,31,C,54600,887.983871
North Fork American,CDEC,AMA,65,1931,9,1931,6,30,C,19700,331.0694444
North Fork American,CDEC,AMA,65,1931,10,1931,7,31,C,4800,78.06451613
North Fork American,CDEC,AMA,65,1931,11,1931,8,31,C,2500,40.65860215
North Fork American,CDEC,AMA,65,1931,12,1931,9,30,C,1900,31.93055556
North Fork American,CDEC,AMA,65,1932,1,1931,10,31,D,5000,81.3172043
North Fork American,CDEC,AMA,65,1932,2,1931,11,30,D,8500,142.8472222
North Fork American,CDEC,AMA,65,1932,3,1931,12,31,D,50100,814.7983871
North Fork American,CDEC,AMA,65,1932,4,1932,1,32,D,51800,816.1197917
North Fork American,CDEC,AMA,65,1932,5,1932,2,29,D,109000,1894.971264
North Fork American,CDEC,AMA,65,1932,6,1932,3,32,D,146100,2301.835938
North Fork American,CDEC,AMA,65,1932,7,1932,4,31,D,189100,3075.416667
North Fork American,CDEC,AMA,65,1932,8,1932,5,32,D,291600,4594.21875
North Fork American,CDEC,AMA,65,1932,9,1932,6,31,D,171800,2794.05914
North Fork American,CDEC,AMA,65,1932,10,1932,7,32,D,35100,553.0078125
North Fork American,CDEC,AMA,65,1932,11,1932,8,32,D,8200,129.1927083
North Fork American,CDEC,AMA,65,1932,12,1932,9,31,D,4000,65.05376344
North Fork American,CDEC,AMA,65,1933,1,1932,10,32,C,3500,55.14322917
North Fork American,CDEC,AMA,65,1933,2,1932,11,31,C,3800,61.80107527
North Fork American,CDEC,AMA,65,1933,3,1932,12,32,C,6400,100.8333333
North Fork American,CDEC,AMA,65,1933,4,1933,1,31,C,9800,159.3817204
North Fork American,CDEC,AMA,65,1933,5,1933,2,28,C,12400,223.2738095
North Fork American,CDEC,AMA,65,1933,6,1933,3,31,C,47300,769.2607527
North Fork American,CDEC,AMA,65,1933,7,1933,4,30,C,110100,1850.291667
North Fork American,CDEC,AMA,65,1933,8,1933,5,31,C,143600,2335.430108
North Fork American,CDEC,AMA,65,1933,9,1933,6,30,C,136800,2299
North Fork American,CDEC,AMA,65,1933,10,1933,7,31,C,17900,291.1155914
North Fork American,CDEC,AMA,65,1933,11,1933,8,31,C,5200,84.56989247
North Fork American,CDEC,AMA,65,1933,12,1933,9,30,C,3300,55.45833333
North Fork American,CDEC,AMA,65,1934,1,1933,10,31,C,9420,153.2016129
North Fork American,CDEC,AMA,65,1934,2,1933,11,30,C,11840,198.9777778
North Fork American,CDEC,AMA,65,1934,3,1933,12,31,C,37400,608.2526882
North Fork American,CDEC,AMA,65,1934,4,1934,1,31,C,55200,897.7419355
North Fork American,CDEC,AMA,65,1934,5,1934,2,28,C,62200,1119.970238
North Fork American,CDEC,AMA,65,1934,6,1934,3,31,C,113080,1839.069892
North Fork American,CDEC,AMA,65,1934,7,1934,4,30,C,81580,1370.997222
North Fork American,CDEC,AMA,65,1934,8,1934,5,31,C,40200,653.7903226
North Fork American,CDEC,AMA,65,1934,9,1934,6,30,C,16700,280.6527778
North Fork American,CDEC,AMA,65,1934,10,1934,7,31,C,5710,92.86424731
North Fork American,CDEC,AMA,65,1934,11,1934,8,31,C,3070,49.92876344
North Fork American,CDEC,AMA,65,1934,12,1934,9,30,C,2440,41.00555556
North Fork American,CDEC,AMA,65,1935,1,1934,10,31,BN,3640,59.19892473
North Fork American,CDEC,AMA,65,1935,2,1934,11,30,BN,20080,337.4555556
North Fork American,CDEC,AMA,65,1935,3,1934,12,31,BN,19700,320.3897849
North Fork American,CDEC,AMA,65,1935,4,1935,1,31,BN,47840,778.0430108
North Fork American,CDEC,AMA,65,1935,5,1935,2,28,BN,61650,1110.066964
North Fork American,CDEC,AMA,65,1935,6,1935,3,31,BN,77420,1259.115591
North Fork American,CDEC,AMA,65,1935,7,1935,4,30,BN,353680,5943.788889
North Fork American,CDEC,AMA,65,1935,8,1935,5,31,BN,292200,4752.177419
North Fork American,CDEC,AMA,65,1935,9,1935,6,30,BN,149600,2514.111111
North Fork American,CDEC,AMA,65,1935,10,1935,7,31,BN,24060,391.2983871
North Fork American,CDEC,AMA,65,1935,11,1935,8,31,BN,7320,119.0483871
North Fork American,CDEC,AMA,65,1935,12,1935,9,30,BN,4090,68.73472222
North Fork American,CDEC,AMA,65,1936,1,1935,10,31,BN,5900,95.95430108
North Fork American,CDEC,AMA,65,1936,2,1935,11,30,BN,8900,149.5694444
North Fork American,CDEC,AMA,65,1936,3,1935,12,31,BN,10300,167.5134409
North Fork American,CDEC,AMA,65,1936,4,1936,1,32,BN,159500,2512.955729
North Fork American,CDEC,AMA,65,1936,5,1936,2,29,BN,268100,4660.933908
North Fork American,CDEC,AMA,65,1936,6,1936,3,32,BN,184600,2908.411458
North Fork American,CDEC,AMA,65,1936,7,1936,4,31,BN,280900,4568.400538
North Fork American,CDEC,AMA,65,1936,8,1936,5,32,BN,246900,3889.960938
North Fork American,CDEC,AMA,65,1936,9,1936,6,31,BN,150100,2441.142473
North Fork American,CDEC,AMA,65,1936,10,1936,7,32,BN,29300,461.6276042
North Fork American,CDEC,AMA,65,1936,11,1936,8,32,BN,8400,132.34375
North Fork American,CDEC,AMA,65,1936,12,1936,9,31,BN,5400,87.82258065
North Fork American,CDEC,AMA,65,1937,1,1936,10,32,BN,4300,67.74739583
North Fork American,CDEC,AMA,65,1937,2,1936,11,31,BN,4400,71.55913978
North Fork American,CDEC,AMA,65,1937,3,1936,12,32,BN,7700,121.3151042
North Fork American,CDEC,AMA,65,1937,4,1937,1,31,BN,10900,177.2715054
North Fork American,CDEC,AMA,65,1937,5,1937,2,28,BN,99700,1795.193452
North Fork American,CDEC,AMA,65,1937,6,1937,3,31,BN,126100,2050.819892
North Fork American,CDEC,AMA,65,1937,7,1937,4,30,BN,223600,3757.722222
