huc8,source_author,source_gage,source_sensor,wy,wy_mo,cy,cy_mo,mo_days,wy_type,af,cfs
Upper Merced,CDEC,MRC,65,1960,10,1960,7,32,C,7700,121.3151042
Upper Merced,CDEC,MRC,65,1960,11,1960,8,32,C,0,0
Upper Merced,CDEC,MRC,65,1960,12,1960,9,31,C,250,4.065860215
Upper Merced,CDEC,MRC,65,1961,1,1960,10,32,C,1940,30.56510417
Upper Merced,CDEC,MRC,65,1961,2,1960,11,31,C,8080,131.4086022
Upper Merced,CDEC,MRC,65,1961,3,1960,12,32,C,15920,250.8229167
Upper Merced,CDEC,MRC,65,1961,4,1961,1,31,C,8360,135.9623656
Upper Merced,CDEC,MRC,65,1961,5,1961,2,28,C,17550,316.0044643
Upper Merced,CDEC,MRC,65,1961,6,1961,3,31,C,29860,485.6263441
Upper Merced,CDEC,MRC,65,1961,7,1961,4,30,C,84000,1411.666667
Upper Merced,CDEC,MRC,65,1961,8,1961,5,31,C,94920,1543.725806
Upper Merced,CDEC,MRC,65,1961,9,1961,6,30,C,43900,737.7638889
Upper Merced,CDEC,MRC,65,1961,10,1961,7,31,C,3930,63.91532258
Upper Merced,CDEC,MRC,65,1961,11,1961,8,31,C,2930,47.65188172
Upper Merced,CDEC,MRC,65,1961,12,1961,9,30,C,1100,18.48611111
Upper Merced,CDEC,MRC,65,1962,1,1961,10,31,BN,1020,16.58870968
Upper Merced,CDEC,MRC,65,1962,2,1961,11,30,BN,3410,57.30694444
Upper Merced,CDEC,MRC,65,1962,3,1961,12,31,BN,10470,170.2782258
Upper Merced,CDEC,MRC,65,1962,4,1962,1,31,BN,9970,162.1465054
Upper Merced,CDEC,MRC,65,1962,5,1962,2,28,BN,159090,2864.566964
Upper Merced,CDEC,MRC,65,1962,6,1962,3,31,BN,73690,1198.452957
Upper Merced,CDEC,MRC,65,1962,7,1962,4,30,BN,198100,3329.180556
Upper Merced,CDEC,MRC,65,1962,8,1962,5,31,BN,205700,3345.389785
Upper Merced,CDEC,MRC,65,1962,9,1962,6,30,BN,204800,3441.777778
Upper Merced,CDEC,MRC,65,1962,10,1962,7,31,BN,51900,844.0725806
Upper Merced,CDEC,MRC,65,1962,11,1962,8,31,BN,9500,154.5026882
Upper Merced,CDEC,MRC,65,1962,12,1962,9,30,BN,0,0
Upper Merced,CDEC,MRC,65,1963,1,1962,10,31,AN,6250,101.6465054
Upper Merced,CDEC,MRC,65,1963,2,1962,11,30,AN,3640,61.17222222
Upper Merced,CDEC,MRC,65,1963,3,1962,12,31,AN,6430,104.5739247
Upper Merced,CDEC,MRC,65,1963,4,1963,1,31,AN,41700,678.1854839
Upper Merced,CDEC,MRC,65,1963,5,1963,2,28,AN,172760,3110.708333
Upper Merced,CDEC,MRC,65,1963,6,1963,3,31,AN,61040,992.7204301
Upper Merced,CDEC,MRC,65,1963,7,1963,4,30,AN,131170,2204.384722
Upper Merced,CDEC,MRC,65,1963,8,1963,5,31,AN,267500,4350.47043
Upper Merced,CDEC,MRC,65,1963,9,1963,6,30,AN,210300,3534.208333
Upper Merced,CDEC,MRC,65,1963,10,1963,7,31,AN,68100,1107.540323
Upper Merced,CDEC,MRC,65,1963,11,1963,8,31,AN,13700,222.8091398
Upper Merced,CDEC,MRC,65,1963,12,1963,9,30,AN,1470,24.70416667
Upper Merced,CDEC,MRC,65,1964,1,1963,10,31,D,5960,96.93010753
Upper Merced,CDEC,MRC,65,1964,2,1963,11,30,D,38300,643.6527778
Upper Merced,CDEC,MRC,65,1964,3,1963,12,31,D,21670,352.4287634
Upper Merced,CDEC,MRC,65,1964,4,1964,1,32,D,21950,345.8268229
Upper Merced,CDEC,MRC,65,1964,5,1964,2,29,D,18880,328.2298851
Upper Merced,CDEC,MRC,65,1964,6,1964,3,32,D,28190,444.1393229
Upper Merced,CDEC,MRC,65,1964,7,1964,4,31,D,75680,1230.817204
Upper Merced,CDEC,MRC,65,1964,8,1964,5,32,D,139670,2200.529948
Upper Merced,CDEC,MRC,65,1964,9,1964,6,31,D,81170,1320.103495
Upper Merced,CDEC,MRC,65,1964,10,1964,7,32,D,14200,223.7239583
Upper Merced,CDEC,MRC,65,1964,11,1964,8,32,D,0,0
Upper Merced,CDEC,MRC,65,1964,12,1964,9,31,D,1320,21.46774194
Upper Merced,CDEC,MRC,65,1965,1,1964,10,32,W,2910,45.84765625
Upper Merced,CDEC,MRC,65,1965,2,1964,11,31,W,20570,334.5389785
Upper Merced,CDEC,MRC,65,1965,3,1964,12,32,W,224400,3535.46875
Upper Merced,CDEC,MRC,65,1965,4,1965,1,31,W,174400,2836.344086
Upper Merced,CDEC,MRC,65,1965,5,1965,2,28,W,61380,1105.205357
Upper Merced,CDEC,MRC,65,1965,6,1965,3,31,W,68990,1122.014785
Upper Merced,CDEC,MRC,65,1965,7,1965,4,30,W,164800,2769.555556
Upper Merced,CDEC,MRC,65,1965,8,1965,5,31,W,258800,4208.978495
Upper Merced,CDEC,MRC,65,1965,9,1965,6,30,W,242300,4071.986111
Upper Merced,CDEC,MRC,65,1965,10,1965,7,31,W,95490,1552.995968
Upper Merced,CDEC,MRC,65,1965,11,1965,8,31,W,36940,600.7715054
Upper Merced,CDEC,MRC,65,1965,12,1965,9,30,W,9180,154.275
Upper Merced,CDEC,MRC,65,1966,1,1965,10,31,BN,4960,80.66666667
Upper Merced,CDEC,MRC,65,1966,2,1965,11,30,BN,72310,1215.209722
Upper Merced,CDEC,MRC,65,1966,3,1965,12,31,BN,45940,747.1424731
Upper Merced,CDEC,MRC,65,1966,4,1966,1,31,BN,40920,665.5
Upper Merced,CDEC,MRC,65,1966,5,1966,2,28,BN,31680,570.4285714
Upper Merced,CDEC,MRC,65,1966,6,1966,3,31,BN,64750,1053.057796
Upper Merced,CDEC,MRC,65,1966,7,1966,4,30,BN,159200,2675.444444
Upper Merced,CDEC,MRC,65,1966,8,1966,5,31,BN,182300,2964.825269
Upper Merced,CDEC,MRC,65,1966,9,1966,6,30,BN,47180,792.8861111
Upper Merced,CDEC,MRC,65,1966,10,1966,7,31,BN,11230,182.6384409
Upper Merced,CDEC,MRC,65,1966,11,1966,8,31,BN,3990,64.89112903
Upper Merced,CDEC,MRC,65,1966,12,1966,9,30,BN,4650,78.14583333
Upper Merced,CDEC,MRC,65,1967,1,1966,10,31,W,12240,199.0645161
Upper Merced,CDEC,MRC,65,1967,2,1966,11,30,W,14160,237.9666667
Upper Merced,CDEC,MRC,65,1967,3,1966,12,31,W,112400,1828.010753
Upper Merced,CDEC,MRC,65,1967,4,1967,1,31,W,60130,977.9206989
Upper Merced,CDEC,MRC,65,1967,5,1967,2,28,W,51430,926.046131
Upper Merced,CDEC,MRC,65,1967,6,1967,3,31,W,167700,2727.379032
Upper Merced,CDEC,MRC,65,1967,7,1967,4,30,W,213100,3581.263889
Upper Merced,CDEC,MRC,65,1967,8,1967,5,31,W,362700,5898.75
Upper Merced,CDEC,MRC,65,1967,9,1967,6,30,W,427900,7191.097222
Upper Merced,CDEC,MRC,65,1967,10,1967,7,31,W,236800,3851.182796
Upper Merced,CDEC,MRC,65,1967,11,1967,8,31,W,42500,691.1962366
Upper Merced,CDEC,MRC,65,1967,12,1967,9,30,W,14570,244.8569444
Upper Merced,CDEC,MRC,65,1968,1,1967,10,31,D,7300,118.7231183
Upper Merced,CDEC,MRC,65,1968,2,1967,11,30,D,8300,139.4861111
Upper Merced,CDEC,MRC,65,1968,3,1967,12,31,D,14400,234.1935484
Upper Merced,CDEC,MRC,65,1968,4,1968,1,32,D,16700,263.1119792
Upper Merced,CDEC,MRC,65,1968,5,1968,2,29,D,47600,827.5287356
Upper Merced,CDEC,MRC,65,1968,6,1968,3,32,D,47800,753.0989583
Upper Merced,CDEC,MRC,65,1968,7,1968,4,31,D,93900,1527.137097
Upper Merced,CDEC,MRC,65,1968,8,1968,5,32,D,121300,1911.106771
Upper Merced,CDEC,MRC,65,1968,9,1968,6,31,D,49600,806.6666667
Upper Merced,CDEC,MRC,65,1968,10,1968,7,32,D,10400,163.8541667
Upper Merced,CDEC,MRC,65,1968,11,1968,8,32,D,4400,69.32291667
Upper Merced,CDEC,MRC,65,1968,12,1968,9,31,D,4500,73.18548387
Upper Merced,CDEC,MRC,65,1969,1,1968,10,32,W,1700,26.78385417
Upper Merced,CDEC,MRC,65,1969,2,1968,11,31,W,22300,362.6747312
Upper Merced,CDEC,MRC,65,1969,3,1968,12,32,W,37100,584.5182292
Upper Merced,CDEC,MRC,65,1969,4,1969,1,31,W,346200,5630.403226
Upper Merced,CDEC,MRC,65,1969,5,1969,2,28,W,217000,3907.291667
Upper Merced,CDEC,MRC,65,1969,6,1969,3,31,W,162700,2646.061828
Upper Merced,CDEC,MRC,65,1969,7,1969,4,30,W,263500,4428.263889
Upper Merced,CDEC,MRC,65,1969,8,1969,5,31,W,565300,9193.723118
Upper Merced,CDEC,MRC,65,1969,9,1969,6,30,W,396100,6656.680556
Upper Merced,CDEC,MRC,65,1969,10,1969,7,31,W,142000,2309.408602
Upper Merced,CDEC,MRC,65,1969,11,1969,8,31,W,26200,426.1021505
Upper Merced,CDEC,MRC,65,1969,12,1969,9,30,W,8300,139.4861111
Upper Merced,CDEC,MRC,65,1970,1,1969,10,31,AN,19400,315.5107527
Upper Merced,CDEC,MRC,65,1970,2,1969,11,30,AN,18300,307.5416667
Upper Merced,CDEC,MRC,65,1970,3,1969,12,31,AN,33600,546.4516129
Upper Merced,CDEC,MRC,65,1970,4,1970,1,31,AN,158500,2577.755376
Upper Merced,CDEC,MRC,65,1970,5,1970,2,28,AN,65200,1173.988095
Upper Merced,CDEC,MRC,65,1970,6,1970,3,31,AN,109200,1775.967742
Upper Merced,CDEC,MRC,65,1970,7,1970,4,30,AN,89400,1502.416667
Upper Merced,CDEC,MRC,65,1970,8,1970,5,31,AN,218400,3551.935484
Upper Merced,CDEC,MRC,65,1970,9,1970,6,30,AN,127000,2134.305556
Upper Merced,CDEC,MRC,65,1970,10,1970,7,31,AN,31800,517.1774194
Upper Merced,CDEC,MRC,65,1970,11,1970,8,31,AN,7500,121.9758065
Upper Merced,CDEC,MRC,65,1970,12,1970,9,30,AN,4500,75.625
Upper Merced,CDEC,MRC,65,1971,1,1970,10,31,BN,2500,40.65860215
Upper Merced,CDEC,MRC,65,1971,2,1970,11,30,BN,19300,324.3472222
Upper Merced,CDEC,MRC,65,1971,3,1970,12,31,BN,54300,883.1048387
Upper Merced,CDEC,MRC,65,1971,4,1971,1,31,BN,48300,785.5241935
Upper Merced,CDEC,MRC,65,1971,5,1971,2,28,BN,38600,695.0297619
Upper Merced,CDEC,MRC,65,1971,6,1971,3,31,BN,59200,962.7956989
Upper Merced,CDEC,MRC,65,1971,7,1971,4,30,BN,97500,1638.541667
Upper Merced,CDEC,MRC,65,1971,8,1971,5,31,BN,182400,2966.451613
Upper Merced,CDEC,MRC,65,1971,9,1971,6,30,BN,180000,3025
Upper Merced,CDEC,MRC,65,1971,10,1971,7,31,BN,42400,689.5698925
Upper Merced,CDEC,MRC,65,1971,11,1971,8,31,BN,6900,112.2177419
Upper Merced,CDEC,MRC,65,1971,12,1971,9,30,BN,1700,28.56944444
Upper Merced,CDEC,MRC,65,1972,1,1971,10,31,D,500,8.13172043
Upper Merced,CDEC,MRC,65,1972,2,1971,11,30,D,11000,184.8611111
Upper Merced,CDEC,MRC,65,1972,3,1971,12,31,D,38700,629.3951613
Upper Merced,CDEC,MRC,65,1972,4,1972,1,32,D,23000,362.3697917
Upper Merced,CDEC,MRC,65,1972,5,1972,2,29,D,33200,577.183908
Upper Merced,CDEC,MRC,65,1972,6,1972,3,32,D,79800,1257.265625
Upper Merced,CDEC,MRC,65,1972,7,1972,4,31,D,79400,1291.317204
Upper Merced,CDEC,MRC,65,1972,8,1972,5,32,D,166300,2620.091146
Upper Merced,CDEC,MRC,65,1972,9,1972,6,31,D,94700,1540.147849
Upper Merced,CDEC,MRC,65,1972,10,1972,7,32,D,10900,171.7317708
Upper Merced,CDEC,MRC,65,1972,11,1972,8,32,D,700,11.02864583
Upper Merced,CDEC,MRC,65,1972,12,1972,9,31,D,11600,188.655914
Upper Merced,CDEC,MRC,65,1973,1,1972,10,32,AN,6000,94.53125
Upper Merced,CDEC,MRC,65,1973,2,1972,11,31,AN,13500,219.5564516
Upper Merced,CDEC,MRC,65,1973,3,1972,12,32,AN,30100,474.2317708
Upper Merced,CDEC,MRC,65,1973,4,1973,1,31,AN,65500,1065.255376
Upper Merced,CDEC,MRC,65,1973,5,1973,2,28,AN,124100,2234.53869
Upper Merced,CDEC,MRC,65,1973,6,1973,3,31,AN,114400,1860.537634
Upper Merced,CDEC,MRC,65,1973,7,1973,4,30,AN,129300,2172.958333
Upper Merced,CDEC,MRC,65,1973,8,1973,5,31,AN,377600,6141.075269
Upper Merced,CDEC,MRC,65,1973,9,1973,6,30,AN,199200,3347.666667
Upper Merced,CDEC,MRC,65,1973,10,1973,7,31,AN,32000,520.4301075
Upper Merced,CDEC,MRC,65,1973,11,1973,8,31,AN,13200,214.6774194
Upper Merced,CDEC,MRC,65,1973,12,1973,9,30,AN,3400,57.13888889
Upper Merced,CDEC,MRC,65,1974,1,1973,10,31,W,6300,102.4596774
Upper Merced,CDEC,MRC,65,1974,2,1973,11,30,W,56100,942.7916667
Upper Merced,CDEC,MRC,65,1974,3,1973,12,31,W,58700,954.6639785
Upper Merced,CDEC,MRC,65,1974,4,1974,1,31,W,87800,1427.930108
Upper Merced,CDEC,MRC,65,1974,5,1974,2,28,W,37000,666.2202381
Upper Merced,CDEC,MRC,65,1974,6,1974,3,31,W,132200,2150.026882
Upper Merced,CDEC,MRC,65,1974,7,1974,4,30,W,161300,2710.736111
Upper Merced,CDEC,MRC,65,1974,8,1974,5,31,W,326400,5308.387097
Upper Merced,CDEC,MRC,65,1974,9,1974,6,30,W,202500,3403.125
Upper Merced,CDEC,MRC,65,1974,10,1974,7,31,W,44700,726.9758065
Upper Merced,CDEC,MRC,65,1974,11,1974,8,31,W,15700,255.3360215
Upper Merced,CDEC,MRC,65,1974,12,1974,9,30,W,4700,78.98611111
Upper Merced,CDEC,MRC,65,1975,1,1974,10,31,W,4100,66.68010753
Upper Merced,CDEC,MRC,65,1975,2,1974,11,30,W,5200,87.38888889
Upper Merced,CDEC,MRC,65,1975,3,1974,12,31,W,15600,253.7096774
Upper Merced,CDEC,MRC,65,1975,4,1975,1,31,W,23500,382.1908602
Upper Merced,CDEC,MRC,65,1975,5,1975,2,28,W,107600,1937.440476
Upper Merced,CDEC,MRC,65,1975,6,1975,3,31,W,128800,2094.731183
Upper Merced,CDEC,MRC,65,1975,7,1975,4,30,W,97500,1638.541667
Upper Merced,CDEC,MRC,65,1975,8,1975,5,31,W,311700,5069.314516
Upper Merced,CDEC,MRC,65,1975,9,1975,6,30,W,330000,5545.833333
Upper Merced,CDEC,MRC,65,1975,10,1975,7,31,W,63600,1034.354839
Upper Merced,CDEC,MRC,65,1975,11,1975,8,31,W,12900,209.7983871
Upper Merced,CDEC,MRC,65,1975,12,1975,9,30,W,7900,132.7638889
Upper Merced,CDEC,MRC,65,1976,1,1975,10,31,C,25290,411.3024194
Upper Merced,CDEC,MRC,65,1976,2,1975,11,30,C,21160,355.6055556
Upper Merced,CDEC,MRC,65,1976,3,1975,12,31,C,14160,230.2903226
Upper Merced,CDEC,MRC,65,1976,4,1976,1,32,C,9460,149.0442708
Upper Merced,CDEC,MRC,65,1976,5,1976,2,29,C,18680,324.7528736
Upper Merced,CDEC,MRC,65,1976,6,1976,3,32,C,32840,517.4010417
Upper Merced,CDEC,MRC,65,1976,7,1976,4,31,C,49100,798.5349462
Upper Merced,CDEC,MRC,65,1976,8,1976,5,32,C,92640,1459.5625
Upper Merced,CDEC,MRC,65,1976,9,1976,6,31,C,18520,301.1989247
Upper Merced,CDEC,MRC,65,1976,10,1976,7,32,C,7160,112.8072917
Upper Merced,CDEC,MRC,65,1976,11,1976,8,32,C,6480,102.09375
Upper Merced,CDEC,MRC,65,1976,12,1976,9,31,C,2790,45.375
Upper Merced,CDEC,MRC,65,1977,1,1976,10,32,C,4610,72.63151042
Upper Merced,CDEC,MRC,65,1977,2,1976,11,31,C,2510,40.82123656
Upper Merced,CDEC,MRC,65,1977,3,1976,12,32,C,1020,16.0703125
Upper Merced,CDEC,MRC,65,1977,4,1977,1,31,C,3340,54.31989247
Upper Merced,CDEC,MRC,65,1977,5,1977,2,28,C,4440,79.94642857
Upper Merced,CDEC,MRC,65,1977,6,1977,3,31,C,8040,130.7580645
Upper Merced,CDEC,MRC,65,1977,7,1977,4,30,C,30890,519.1236111
Upper Merced,CDEC,MRC,65,1977,8,1977,5,31,C,39170,637.0389785
Upper Merced,CDEC,MRC,65,1977,9,1977,6,30,C,45620,766.6694444
Upper Merced,CDEC,MRC,65,1977,10,1977,7,31,C,7610,123.7647849
Upper Merced,CDEC,MRC,65,1977,11,1977,8,31,C,1790,29.11155914
Upper Merced,CDEC,MRC,65,1977,12,1977,9,30,C,1330,22.35138889
Upper Merced,CDEC,MRC,65,1978,1,1977,10,31,W,1150,18.70295699
Upper Merced,CDEC,MRC,65,1978,2,1977,11,30,W,1200,20.16666667
Upper Merced,CDEC,MRC,65,1978,3,1977,12,31,W,34800,565.9677419
Upper Merced,CDEC,MRC,65,1978,4,1978,1,31,W,113380,1843.948925
Upper Merced,CDEC,MRC,65,1978,5,1978,2,28,W,148330,2670.822917
Upper Merced,CDEC,MRC,65,1978,6,1978,3,31,W,187910,3056.063172
Upper Merced,CDEC,MRC,65,1978,7,1978,4,30,W,233790,3928.970833
Upper Merced,CDEC,MRC,65,1978,8,1978,5,31,W,378240,6151.483871
Upper Merced,CDEC,MRC,65,1978,9,1978,6,30,W,407360,6845.911111
Upper Merced,CDEC,MRC,65,1978,10,1978,7,31,W,162530,2643.297043
Upper Merced,CDEC,MRC,65,1978,11,1978,8,31,W,39470,641.9180108
Upper Merced,CDEC,MRC,65,1978,12,1978,9,30,W,47500,798.2638889
Upper Merced,CDEC,MRC,65,1979,1,1978,10,31,AN,15730,255.8239247
Upper Merced,CDEC,MRC,65,1979,2,1978,11,30,AN,16080,270.2333333
Upper Merced,CDEC,MRC,65,1979,3,1978,12,31,AN,12930,210.2862903
Upper Merced,CDEC,MRC,65,1979,4,1979,1,31,AN,96720,1573
Upper Merced,CDEC,MRC,65,1979,5,1979,2,28,AN,107030,1927.177083
Upper Merced,CDEC,MRC,65,1979,6,1979,3,31,AN,136910,2226.627688
Upper Merced,CDEC,MRC,65,1979,7,1979,4,30,AN,132320,2223.711111
Upper Merced,CDEC,MRC,65,1979,8,1979,5,31,AN,344380,5600.803763
Upper Merced,CDEC,MRC,65,1979,9,1979,6,30,AN,154840,2602.172222
Upper Merced,CDEC,MRC,65,1979,10,1979,7,31,AN,37320,606.9516129
Upper Merced,CDEC,MRC,65,1979,11,1979,8,31,AN,17070,277.6169355
Upper Merced,CDEC,MRC,65,1979,12,1979,9,30,AN,4110,69.07083333
Upper Merced,CDEC,MRC,65,1980,1,1979,10,31,W,9560,155.4784946
Upper Merced,CDEC,MRC,65,1980,2,1979,11,30,W,8810,148.0569444
Upper Merced,CDEC,MRC,65,1980,3,1979,12,31,W,20750,337.4663978
Upper Merced,CDEC,MRC,65,1980,4,1980,1,32,W,265570,4184.110677
Upper Merced,CDEC,MRC,65,1980,5,1980,2,29,W,258490,4493.863506
Upper Merced,CDEC,MRC,65,1980,6,1980,3,32,W,155800,2454.661458
Upper Merced,CDEC,MRC,65,1980,7,1980,4,31,W,172480,2805.11828
Upper Merced,CDEC,MRC,65,1980,8,1980,5,32,W,285790,4502.68099
Upper Merced,CDEC,MRC,65,1980,9,1980,6,31,W,288820,4697.206989
Upper Merced,CDEC,MRC,65,1980,10,1980,7,32,W,136630,2152.634115
Upper Merced,CDEC,MRC,65,1980,11,1980,8,32,W,30610,482.2669271
Upper Merced,CDEC,MRC,65,1980,12,1980,9,31,W,12200,198.4139785
Upper Merced,CDEC,MRC,65,1981,1,1980,10,32,D,9810,154.5585938
Upper Merced,CDEC,MRC,65,1981,2,1980,11,31,D,5700,92.7016129
Upper Merced,CDEC,MRC,65,1981,3,1980,12,32,D,9630,151.7226563
Upper Merced,CDEC,MRC,65,1981,4,1981,1,31,D,21420,348.3629032
Upper Merced,CDEC,MRC,65,1981,5,1981,2,28,D,26870,483.8199405
Upper Merced,CDEC,MRC,65,1981,6,1981,3,31,D,52240,849.6021505
Upper Merced,CDEC,MRC,65,1981,7,1981,4,30,D,121990,2050.109722
Upper Merced,CDEC,MRC,65,1981,8,1981,5,31,D,158820,2582.959677
Upper Merced,CDEC,MRC,65,1981,9,1981,6,30,D,68890,1157.734722
Upper Merced,CDEC,MRC,65,1981,10,1981,7,31,D,16000,260.2150538
Upper Merced,CDEC,MRC,65,1981,11,1981,8,31,D,4610,74.97446237
Upper Merced,CDEC,MRC,65,1981,12,1981,9,30,D,5030,84.53194444
Upper Merced,CDEC,MRC,65,1982,1,1981,10,31,W,5740,93.35215054
Upper Merced,CDEC,MRC,65,1982,2,1981,11,30,W,50150,842.7986111
Upper Merced,CDEC,MRC,65,1982,3,1981,12,31,W,63600,1034.354839
Upper Merced,CDEC,MRC,65,1982,4,1982,1,31,W,135060,2196.540323
Upper Merced,CDEC,MRC,65,1982,5,1982,2,28,W,202630,3648.546131
Upper Merced,CDEC,MRC,65,1982,6,1982,3,31,W,189420,3080.620968
Upper Merced,CDEC,MRC,65,1982,7,1982,4,30,W,428810,7206.390278
Upper Merced,CDEC,MRC,65,1982,8,1982,5,31,W,418280,6802.672043
Upper Merced,CDEC,MRC,65,1982,9,1982,6,30,W,262960,4419.188889
Upper Merced,CDEC,MRC,65,1982,10,1982,7,31,W,123120,2002.354839
Upper Merced,CDEC,MRC,65,1982,11,1982,8,31,W,36490,593.452957
Upper Merced,CDEC,MRC,65,1982,12,1982,9,30,W,30930,519.7958333
Upper Merced,CDEC,MRC,65,1983,1,1982,10,31,W,51320,834.6397849
Upper Merced,CDEC,MRC,65,1983,2,1982,11,30,W,84140,1414.019444
Upper Merced,CDEC,MRC,65,1983,3,1982,12,31,W,150310,2444.557796
Upper Merced,CDEC,MRC,65,1983,4,1983,1,31,W,185590,3018.331989
Upper Merced,CDEC,MRC,65,1983,5,1983,2,28,W,231920,4175.940476
Upper Merced,CDEC,MRC,65,1983,6,1983,3,31,W,369720,6012.919355
Upper Merced,CDEC,MRC,65,1983,7,1983,4,30,W,197450,3318.256944
Upper Merced,CDEC,MRC,65,1983,8,1983,5,31,W,382290,6217.350806
Upper Merced,CDEC,MRC,65,1983,9,1983,6,30,W,656050,11025.28472
Upper Merced,CDEC,MRC,65,1983,10,1983,7,31,W,351670,5719.364247
Upper Merced,CDEC,MRC,65,1983,11,1983,8,31,W,97050,1578.366935
Upper Merced,CDEC,MRC,65,1983,12,1983,9,30,W,29030,487.8652778
Upper Merced,CDEC,MRC,65,1984,1,1983,10,31,AN,28440,462.5322581
Upper Merced,CDEC,MRC,65,1984,2,1983,11,30,AN,114310,1921.043056
Upper Merced,CDEC,MRC,65,1984,3,1983,12,31,AN,203840,3315.139785
Upper Merced,CDEC,MRC,65,1984,4,1984,1,32,AN,93220,1468.700521
Upper Merced,CDEC,MRC,65,1984,5,1984,2,29,AN,80790,1404.538793
Upper Merced,CDEC,MRC,65,1984,6,1984,3,32,AN,97380,1534.242188
Upper Merced,CDEC,MRC,65,1984,7,1984,4,31,AN,128910,2096.520161
Upper Merced,CDEC,MRC,65,1984,8,1984,5,32,AN,264660,4169.773438
Upper Merced,CDEC,MRC,65,1984,9,1984,6,31,AN,114350,1859.724462
Upper Merced,CDEC,MRC,65,1984,10,1984,7,32,AN,46670,735.2955729
Upper Merced,CDEC,MRC,65,1984,11,1984,8,32,AN,8030,126.5143229
Upper Merced,CDEC,MRC,65,1984,12,1984,9,31,AN,0,0
Upper Merced,CDEC,MRC,65,1985,1,1984,10,32,D,8420,132.6588542
Upper Merced,CDEC,MRC,65,1985,2,1984,11,31,D,28110,457.1653226
Upper Merced,CDEC,MRC,65,1985,3,1984,12,32,D,21370,336.6888021
Upper Merced,CDEC,MRC,65,1985,4,1985,1,31,D,18890,307.2163978
Upper Merced,CDEC,MRC,65,1985,5,1985,2,28,D,33260,598.8779762
Upper Merced,CDEC,MRC,65,1985,6,1985,3,31,D,58960,958.8924731
Upper Merced,CDEC,MRC,65,1985,7,1985,4,30,D,147010,2470.584722
Upper Merced,CDEC,MRC,65,1985,8,1985,5,31,D,170940,2780.072581
Upper Merced,CDEC,MRC,65,1985,9,1985,6,30,D,56690,952.7069444
Upper Merced,CDEC,MRC,65,1985,10,1985,7,31,D,12160,197.7634409
Upper Merced,CDEC,MRC,65,1985,11,1985,8,31,D,4830,78.55241935
Upper Merced,CDEC,MRC,65,1985,12,1985,9,30,D,6360,106.8833333
Upper Merced,CDEC,MRC,65,1986,1,1985,10,31,W,11594,188.5583333
Upper Merced,CDEC,MRC,65,1986,2,1985,11,30,W,16267,273.3759722
Upper Merced,CDEC,MRC,65,1986,3,1985,12,31,W,33621,546.7931452
Upper Merced,CDEC,MRC,65,1986,4,1986,1,31,W,44882,729.9357527
Upper Merced,CDEC,MRC,65,1986,5,1986,2,28,W,362110,6520.135417
Upper Merced,CDEC,MRC,65,1986,6,1986,3,31,W,287398,4674.080376
Upper Merced,CDEC,MRC,65,1986,7,1986,4,30,W,191449,3217.406806
Upper Merced,CDEC,MRC,65,1986,8,1986,5,31,W,315612,5132.937097
Upper Merced,CDEC,MRC,65,1986,9,1986,6,30,W,227696,3826.557778
Upper Merced,CDEC,MRC,65,1986,10,1986,7,31,W,50525,821.7103495
Upper Merced,CDEC,MRC,65,1986,11,1986,8,31,W,12165,197.8447581
Upper Merced,CDEC,MRC,65,1986,12,1986,9,30,W,5036,84.63277778
Upper Merced,CDEC,MRC,65,1987,1,1986,10,31,C,6715,109.2090054
Upper Merced,CDEC,MRC,65,1987,2,1986,11,30,C,2552,42.88777778
Upper Merced,CDEC,MRC,65,1987,3,1986,12,31,C,4646,75.55994624
Upper Merced,CDEC,MRC,65,1987,4,1987,1,31,C,5897,95.90551075
Upper Merced,CDEC,MRC,65,1987,5,1987,2,28,C,18392,331.1654762
Upper Merced,CDEC,MRC,65,1987,6,1987,3,31,C,36302,590.3954301
Upper Merced,CDEC,MRC,65,1987,7,1987,4,30,C,94972,1596.057222
Upper Merced,CDEC,MRC,65,1987,8,1987,5,31,C,94672,1539.692473
Upper Merced,CDEC,MRC,65,1987,9,1987,6,30,C,25016,420.4077778
Upper Merced,CDEC,MRC,65,1987,10,1987,7,31,C,6033,98.11733871
Upper Merced,CDEC,MRC,65,1987,11,1987,8,31,C,2555,41.5530914
Upper Merced,CDEC,MRC,65,1987,12,1987,9,30,C,0,0
Upper Merced,CDEC,MRC,65,1988,1,1987,10,31,C,4160,67.65591398
Upper Merced,CDEC,MRC,65,1988,2,1987,11,30,C,15028,252.5538889
Upper Merced,CDEC,MRC,65,1988,3,1987,12,31,C,12877,209.424328
Upper Merced,CDEC,MRC,65,1988,4,1988,1,32,C,27550,434.0559896
Upper Merced,CDEC,MRC,65,1988,5,1988,2,29,C,24188,420.5097701
Upper Merced,CDEC,MRC,65,1988,6,1988,3,32,C,48461,763.513151
Upper Merced,CDEC,MRC,65,1988,7,1988,4,31,C,92724,1508.01129
Upper Merced,CDEC,MRC,65,1988,8,1988,5,32,C,106668,1680.576563
Upper Merced,CDEC,MRC,65,1988,9,1988,6,31,C,54885,892.6189516
Upper Merced,CDEC,MRC,65,1988,10,1988,7,32,C,19307,304.1858073
Upper Merced,CDEC,MRC,65,1988,11,1988,8,32,C,6318,99.54140625
Upper Merced,CDEC,MRC,65,1988,12,1988,9,31,C,3184,51.7827957
