huc8,source_author,source_gage,source_sensor,wy_type,wy_mo,cy_mo,stat,af,cfs
North Fork American,CDEC,AMA,65,BN,7,4,stdev,76215.64011,1280.941541
North Fork American,CDEC,AMA,65,BN,8,5,stdev,79188.8798,1286.725984
North Fork American,CDEC,AMA,65,BN,9,6,stdev,44774.10758,736.992532
North Fork American,CDEC,AMA,65,BN,10,7,stdev,11741.25266,189.1317978
North Fork American,CDEC,AMA,65,BN,11,8,stdev,2550.402506,41.06660919
North Fork American,CDEC,AMA,65,BN,12,9,stdev,2055.688664,33.76032644
North Fork American,CDEC,AMA,65,BN,1,10,count,17,17
North Fork American,CDEC,AMA,65,BN,2,11,count,17,17
North Fork American,CDEC,AMA,65,BN,3,12,count,17,17
North Fork American,CDEC,AMA,65,BN,4,1,count,17,17
North Fork American,CDEC,AMA,65,BN,5,2,count,17,17
North Fork American,CDEC,AMA,65,BN,6,3,count,17,17
North Fork American,CDEC,AMA,65,BN,7,4,count,17,17
North Fork American,CDEC,AMA,65,BN,8,5,count,17,17
North Fork American,CDEC,AMA,65,BN,9,6,count,17,17
North Fork American,CDEC,AMA,65,BN,10,7,count,17,17
North Fork American,CDEC,AMA,65,BN,11,8,count,17,17
North Fork American,CDEC,AMA,65,BN,12,9,count,17,17
North Fork American,CDEC,AMA,65,BN,1,10,median,7260,118.0725806
North Fork American,CDEC,AMA,65,BN,2,11,median,14250,239.4791667
North Fork American,CDEC,AMA,65,BN,3,12,median,17600,286.2365591
North Fork American,CDEC,AMA,65,BN,4,1,median,47840,778.0430108
North Fork American,CDEC,AMA,65,BN,5,2,median,68730,1194.875
North Fork American,CDEC,AMA,65,BN,6,3,median,114080,1803.971354
North Fork American,CDEC,AMA,65,BN,7,4,median,220880,3712.011111
North Fork American,CDEC,AMA,65,BN,8,5,median,232500,3766.612903
North Fork American,CDEC,AMA,65,BN,9,6,median,94500,1588.125
North Fork American,CDEC,AMA,65,BN,10,7,median,18800,302.1848958
North Fork American,CDEC,AMA,65,BN,11,8,median,6770,106.8203125
North Fork American,CDEC,AMA,65,BN,12,9,median,4740,77.5766129
North Fork American,CDEC,AMA,65,BN,1,10,p10,3274,53.24650538
North Fork American,CDEC,AMA,65,BN,2,11,p10,5696,95.24738348
North Fork American,CDEC,AMA,65,BN,3,12,p10,7688,123.6651714
North Fork American,CDEC,AMA,65,BN,4,1,p10,14540,236.4704301
North Fork American,CDEC,AMA,65,BN,5,2,p10,24656,428.645977
North Fork American,CDEC,AMA,65,BN,6,3,p10,48756,768.1609375
North Fork American,CDEC,AMA,65,BN,7,4,p10,98980,1609.755377
North Fork American,CDEC,AMA,65,BN,8,5,p10,74616,1207.796304
North Fork American,CDEC,AMA,65,BN,9,6,p10,29734,499.6963889
North Fork American,CDEC,AMA,65,BN,10,7,p10,2970,46.87936828
North Fork American,CDEC,AMA,65,BN,11,8,p10,1680,27.32258065
North Fork American,CDEC,AMA,65,BN,12,9,p10,1184,19.89777778
North Fork American,CDEC,AMA,65,BN,1,10,p90,18876,306.9887097
North Fork American,CDEC,AMA,65,BN,2,11,p90,46106,755.3164785
North Fork American,CDEC,AMA,65,BN,3,12,p90,165760,2695.827957
North Fork American,CDEC,AMA,65,BN,4,1,p90,121020,1951.988995
North Fork American,CDEC,AMA,65,BN,5,2,p90,224740,4013.365353
North Fork American,CDEC,AMA,65,BN,6,3,p90,187328,2951.391666
North Fork American,CDEC,AMA,65,BN,7,4,p90,319600,5371.055555
North Fork American,CDEC,AMA,65,BN,8,5,p90,295000,4797.715053
North Fork American,CDEC,AMA,65,BN,9,6,p90,154280,2567.498566
North Fork American,CDEC,AMA,65,BN,10,7,p90,35484,563.6705309
North Fork American,CDEC,AMA,65,BN,11,8,p90,8664,137.491129
North Fork American,CDEC,AMA,65,BN,12,9,p90,7682,128.1017025
North Fork American,CDEC,AMA,65,AN,1,10,mean,9988.727273,160.197295
North Fork American,CDEC,AMA,65,AN,2,11,mean,56014.18182,934.6493997
North Fork American,CDEC,AMA,65,AN,3,12,mean,74525,1200.140289
North Fork American,CDEC,AMA,65,AN,4,1,mean,146829.5455,2353.742418
North Fork American,CDEC,AMA,65,AN,5,2,mean,134607.2727,2391.459154
North Fork American,CDEC,AMA,65,AN,6,3,mean,207462.6364,3329.020493
North Fork American,CDEC,AMA,65,AN,7,4,mean,198820,3311.312455
North Fork American,CDEC,AMA,65,AN,8,5,mean,235260.9091,3799.831443
North Fork American,CDEC,AMA,65,AN,9,6,mean,119454.5455,1996.311738
North Fork American,CDEC,AMA,65,AN,10,7,mean,26272.72727,423.8174143
North Fork American,CDEC,AMA,65,AN,11,8,mean,6350.181818,102.5082829
North Fork American,CDEC,AMA,65,AN,12,9,mean,5234.545455,87.43521505
North Fork American,CDEC,AMA,65,AN,1,10,stdev,4566.553385,73.07596351
North Fork American,CDEC,AMA,65,AN,2,11,stdev,104719.1482,1760.368895
North Fork American,CDEC,AMA,65,AN,3,12,stdev,99742.04201,1621.534663
North Fork American,CDEC,AMA,65,AN,4,1,stdev,147047.061,2324.45348
North Fork American,CDEC,AMA,65,AN,5,2,stdev,67922.59375,1166.534016
North Fork American,CDEC,AMA,65,AN,6,3,stdev,109689.5318,1708.26881
North Fork American,CDEC,AMA,65,AN,7,4,stdev,41672.31887,692.6859279
North Fork American,CDEC,AMA,65,AN,8,5,stdev,82515.33087,1357.543739
North Fork American,CDEC,AMA,65,AN,9,6,stdev,77217.85226,1302.192976
North Fork American,CDEC,AMA,65,AN,10,7,stdev,13339.00003,214.55682
North Fork American,CDEC,AMA,65,AN,11,8,stdev,2514.216451,41.16478469
North Fork American,CDEC,AMA,65,AN,12,9,stdev,2276.18261,38.64953417
North Fork American,CDEC,AMA,65,AN,1,10,count,11,11
North Fork American,CDEC,AMA,65,AN,2,11,count,11,11
North Fork American,CDEC,AMA,65,AN,3,12,count,11,11
North Fork American,CDEC,AMA,65,AN,4,1,count,11,11
North Fork American,CDEC,AMA,65,AN,5,2,count,11,11
North Fork American,CDEC,AMA,65,AN,6,3,count,11,11
North Fork American,CDEC,AMA,65,AN,7,4,count,11,11
North Fork American,CDEC,AMA,65,AN,8,5,count,11,11
North Fork American,CDEC,AMA,65,AN,9,6,count,11,11
North Fork American,CDEC,AMA,65,AN,10,7,count,11,11
North Fork American,CDEC,AMA,65,AN,11,8,count,11,11
North Fork American,CDEC,AMA,65,AN,12,9,count,11,11
North Fork American,CDEC,AMA,65,AN,1,10,median,11000,173.3072917
North Fork American,CDEC,AMA,65,AN,2,11,median,15990,268.7208333
North Fork American,CDEC,AMA,65,AN,3,12,median,37325,607.0329301
North Fork American,CDEC,AMA,65,AN,4,1,median,149000,2423.252688
North Fork American,CDEC,AMA,65,AN,5,2,median,117300,2112.098214
North Fork American,CDEC,AMA,65,AN,6,3,median,172800,2810.322581
North Fork American,CDEC,AMA,65,AN,7,4,median,193080,3244.816667
North Fork American,CDEC,AMA,65,AN,8,5,median,221100,3595.846774
North Fork American,CDEC,AMA,65,AN,9,6,median,108000,1815
North Fork American,CDEC,AMA,65,AN,10,7,median,22400,364.3010753
North Fork American,CDEC,AMA,65,AN,11,8,median,6340,103.1102151
North Fork American,CDEC,AMA,65,AN,12,9,median,5080,85.37222222
North Fork American,CDEC,AMA,65,AN,1,10,p10,2390,38.86962365
North Fork American,CDEC,AMA,65,AN,2,11,p10,5590,93.94305556
North Fork American,CDEC,AMA,65,AN,3,12,p10,11440,184.3054435
North Fork American,CDEC,AMA,65,AN,4,1,p10,20280,329.8225806
North Fork American,CDEC,AMA,65,AN,5,2,p10,55092,967.1481323
North Fork American,CDEC,AMA,65,AN,6,3,p10,109080,1774.016129
North Fork American,CDEC,AMA,65,AN,7,4,p10,130696,2196.418889
North Fork American,CDEC,AMA,65,AN,8,5,p10,144880,2340.024529
North Fork American,CDEC,AMA,65,AN,9,6,p10,32730,536.9917115
North Fork American,CDEC,AMA,65,AN,10,7,p10,9988,158.405914
North Fork American,CDEC,AMA,65,AN,11,8,p10,2008,32.65698925
North Fork American,CDEC,AMA,65,AN,12,9,p10,2962,48.17231183
North Fork American,CDEC,AMA,65,AN,1,10,p90,16956,275.2294623
North Fork American,CDEC,AMA,65,AN,2,11,p90,306760,5147.591541
North Fork American,CDEC,AMA,65,AN,3,12,p90,307840,4996.576277
North Fork American,CDEC,AMA,65,AN,4,1,p90,457244,7225.645514
North Fork American,CDEC,AMA,65,AN,5,2,p90,271188,4714.618965
North Fork American,CDEC,AMA,65,AN,6,3,p90,441164,6950.630729
North Fork American,CDEC,AMA,65,AN,7,4,p90,262564,4384.289714
North Fork American,CDEC,AMA,65,AN,8,5,p90,414800,6746.075269
North Fork American,CDEC,AMA,65,AN,9,6,p90,265600,4463.555556
North Fork American,CDEC,AMA,65,AN,10,7,p90,45800,725.8251681
North Fork American,CDEC,AMA,65,AN,11,8,p90,10338,168.1314516
North Fork American,CDEC,AMA,65,AN,12,9,p90,10380,174.4416666
North Fork American,CDEC,AMA,65,W,1,10,mean,18764.13793,304.642463
North Fork American,CDEC,AMA,65,W,2,11,mean,44886.2069,752.5017442
North Fork American,CDEC,AMA,65,W,3,12,mean,139407.5862,2253.10783
North Fork American,CDEC,AMA,65,W,4,1,mean,216871.3793,3513.459653
North Fork American,CDEC,AMA,65,W,5,2,mean,210647.2414,3779.373827
North Fork American,CDEC,AMA,65,W,6,3,mean,237613.4483,3851.015079
North Fork American,CDEC,AMA,65,W,7,4,mean,255160.3448,4269.999859
North Fork American,CDEC,AMA,65,W,8,5,mean,314845.5172,5098.660388
North Fork American,CDEC,AMA,65,W,9,6,mean,196783.1034,3294.075825
North Fork American,CDEC,AMA,65,W,10,7,mean,56080,908.340862
North Fork American,CDEC,AMA,65,W,11,8,mean,12608.62069,204.2656627
North Fork American,CDEC,AMA,65,W,12,9,mean,7381.034483,123.5991596
North Fork American,CDEC,AMA,65,W,1,10,stdev,33725.00159,548.6813749
North Fork American,CDEC,AMA,65,W,2,11,stdev,63298.44279,1064.329994
North Fork American,CDEC,AMA,65,W,3,12,stdev,147978.161,2373.302131
North Fork American,CDEC,AMA,65,W,4,1,stdev,165293.0287,2685.958749
North Fork American,CDEC,AMA,65,W,5,2,stdev,136306.5268,2458.144397
North Fork American,CDEC,AMA,65,W,6,3,stdev,142907.8059,2325.585503
North Fork American,CDEC,AMA,65,W,7,4,stdev,94477.88193,1583.088798
North Fork American,CDEC,AMA,65,W,8,5,stdev,108470.3589,1758.438588
North Fork American,CDEC,AMA,65,W,9,6,stdev,107248.9236,1802.360771
North Fork American,CDEC,AMA,65,W,10,7,stdev,38109.769,618.6386603
North Fork American,CDEC,AMA,65,W,11,8,stdev,8499.241027,138.1059152
North Fork American,CDEC,AMA,65,W,12,9,stdev,4711.43089,79.24201108
North Fork American,CDEC,AMA,65,W,1,10,count,29,29
North Fork American,CDEC,AMA,65,W,2,11,count,29,29
North Fork American,CDEC,AMA,65,W,3,12,count,29,29
North Fork American,CDEC,AMA,65,W,4,1,count,29,29
North Fork American,CDEC,AMA,65,W,5,2,count,29,29
North Fork American,CDEC,AMA,65,W,6,3,count,29,29
North Fork American,CDEC,AMA,65,W,7,4,count,29,29
North Fork American,CDEC,AMA,65,W,8,5,count,29,29
North Fork American,CDEC,AMA,65,W,9,6,count,29,29
North Fork American,CDEC,AMA,65,W,10,7,count,29,29
North Fork American,CDEC,AMA,65,W,11,8,count,29,29
North Fork American,CDEC,AMA,65,W,12,9,count,29,29
North Fork American,CDEC,AMA,65,W,1,10,median,6400,102.4596774
North Fork American,CDEC,AMA,65,W,2,11,median,19400,326.0277778
North Fork American,CDEC,AMA,65,W,3,12,median,99100,1611.706989
North Fork American,CDEC,AMA,65,W,4,1,median,157360,2559.215054
North Fork American,CDEC,AMA,65,W,5,2,median,178300,3210.46131
North Fork American,CDEC,AMA,65,W,6,3,median,175080,2847.403226
North Fork American,CDEC,AMA,65,W,7,4,median,251500,4226.597222
North Fork American,CDEC,AMA,65,W,8,5,median,313600,4940.833333
North Fork American,CDEC,AMA,65,W,9,6,median,178600,3001.472222
North Fork American,CDEC,AMA,65,W,10,7,median,46780,737.0286458
North Fork American,CDEC,AMA,65,W,11,8,median,11600,182.7604167
North Fork American,CDEC,AMA,65,W,12,9,median,6250,105.0347222
North Fork American,CDEC,AMA,65,W,1,10,p10,3900,63.42741935
North Fork American,CDEC,AMA,65,W,2,11,p10,8700,142.1424731
North Fork American,CDEC,AMA,65,W,3,12,p10,17500,284.6102151
North Fork American,CDEC,AMA,65,W,4,1,p10,49300,801.7876344
North Fork American,CDEC,AMA,65,W,5,2,p10,83090,1496.114583
North Fork American,CDEC,AMA,65,W,6,3,p10,100020,1626.669355
North Fork American,CDEC,AMA,65,W,7,4,p10,126100,2050.819892
North Fork American,CDEC,AMA,65,W,8,5,p10,165800,2696.478495
North Fork American,CDEC,AMA,65,W,9,6,p10,77600,1304.111111
North Fork American,CDEC,AMA,65,W,10,7,p10,15000,243.9516129
North Fork American,CDEC,AMA,65,W,11,8,p10,3790,61.63844086
North Fork American,CDEC,AMA,65,W,12,9,p10,2630,44.19861111
North Fork American,CDEC,AMA,65,W,1,10,p90,65600,1066.88172
North Fork American,CDEC,AMA,65,W,2,11,p90,125500,2109.097222
North Fork American,CDEC,AMA,65,W,3,12,p90,406710,6614.504032
North Fork American,CDEC,AMA,65,W,4,1,p90,472000,7676.344086
North Fork American,CDEC,AMA,65,W,5,2,p90,387820,6983.068452
North Fork American,CDEC,AMA,65,W,6,3,p90,403080,6555.467742
North Fork American,CDEC,AMA,65,W,7,4,p90,403080,6773.983333
North Fork American,CDEC,AMA,65,W,8,5,p90,440100,7157.540323
North Fork American,CDEC,AMA,65,W,9,6,p90,376750,6331.493056
North Fork American,CDEC,AMA,65,W,10,7,p90,139680,2271.677419
North Fork American,CDEC,AMA,65,W,11,8,p90,26200,426.1021505
North Fork American,CDEC,AMA,65,W,12,9,p90,17600,295.7777778
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,mean,2635,42.85416667
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,mean,6640,111.5888889
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,mean,94970,1544.538979
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,mean,11590,188.4932796
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,mean,33840,609.3214286
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,mean,40280,655.0913981
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,mean,14605,245.4451389
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,mean,3645,59.28024194
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,mean,890,14.95694444
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,mean,405,6.586693549
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,mean,240,3.903225807
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,mean,595,9.999305556
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,stdev,473.7615434,7.704992838
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,stdev,3125.411973,52.52428457
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,stdev,127717.6268,2077.128071
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,stdev,10097.48484,164.2198474
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,stdev,6576.093065,118.4088186
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,stdev,42977.95016,698.969351
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,stdev,12197.59198,204.9873096
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,stdev,2100.10714,34.15496827
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,stdev,509.1168825,8.55599205
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,stdev,134.3502884,2.18499797
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,stdev,113.137085,1.83999829
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,stdev,21.21320344,0.35649967
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,count,2,2
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,median,2635,42.85416667
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,median,6640,111.5888889
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,median,94970,1544.538979
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,median,11590,188.4932796
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,median,33840,609.3214286
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,median,40280,655.0913981
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,median,14605,245.4451389
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,median,3645,59.28024194
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,median,890,14.95694444
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,median,405,6.586693549
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,median,240,3.903225807
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,median,595,9.999305556
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,p10,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,1,10,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,2,11,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,3,12,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,4,1,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,5,2,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,6,3,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,7,4,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,8,5,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,9,6,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,10,7,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,11,8,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,C,12,9,p90,#NUM!,#NUM!
Cow Creek,CNRFC,CWCC1,Raw Obv,D,1,10,mean,3614.087,58.17523465
Cow Creek,CNRFC,CWCC1,Raw Obv,D,2,11,mean,13725.0865,224.8191284
Cow Creek,CNRFC,CWCC1,Raw Obv,D,3,12,mean,112725.5395,1786.291095
Cow Creek,CNRFC,CWCC1,Raw Obv,D,4,1,mean,41438.09,659.9784551
Cow Creek,CNRFC,CWCC1,Raw Obv,D,5,2,mean,14076.058,249.0748641
Cow Creek,CNRFC,CWCC1,Raw Obv,D,6,3,mean,21426.18,341.9040709
Cow Creek,CNRFC,CWCC1,Raw Obv,D,7,4,mean,32799.903,542.5874682
Cow Creek,CNRFC,CWCC1,Raw Obv,D,8,5,mean,16839.6575,267.1597375
Cow Creek,CNRFC,CWCC1,Raw Obv,D,9,6,mean,5434.8855,89.39556166
Cow Creek,CNRFC,CWCC1,Raw Obv,D,10,7,mean,2212.1715,35.29284399
Cow Creek,CNRFC,CWCC1,Raw Obv,D,11,8,mean,1545.471,24.59825152
Cow Creek,CNRFC,CWCC1,Raw Obv,D,12,9,mean,1283.2325,21.20588699
Cow Creek,CNRFC,CWCC1,Raw Obv,D,1,10,stdev,1759.404708,29.46569238
Cow Creek,CNRFC,CWCC1,Raw Obv,D,2,11,stdev,11051.95666,177.4772793
Cow Creek,CNRFC,CWCC1,Raw Obv,D,3,12,stdev,102225.6644,1596.05314
Cow Creek,CNRFC,CWCC1,Raw Obv,D,4,1,stdev,19018.47127,289.58108
Cow Creek,CNRFC,CWCC1,Raw Obv,D,5,2,stdev,36.85157701,5.527831233
Cow Creek,CNRFC,CWCC1,Raw Obv,D,6,3,stdev,6202.995243,91.60573802
Cow Creek,CNRFC,CWCC1,Raw Obv,D,7,4,stdev,1343.640063,34.78969868
