huc8,source_author,source_gage,source_sensor,wy_type,wy_mo,cy_mo,stat,af,cfs
Upper Calaveras California,DWR,UF15,Unimpaired,D,5,2,stdev,11215.21076,200.7744487
Upper Calaveras California,DWR,UF15,Unimpaired,D,6,3,stdev,7901.175319,128.3895499
Upper Calaveras California,DWR,UF15,Unimpaired,D,7,4,stdev,5629.00651,91.93778449
Upper Calaveras California,DWR,UF15,Unimpaired,D,8,5,stdev,1457.329587,23.53872058
Upper Calaveras California,DWR,UF15,Unimpaired,D,9,6,stdev,639.9404734,10.59725121
Upper Calaveras California,DWR,UF15,Unimpaired,D,10,7,stdev,487.9500365,7.837962214
Upper Calaveras California,DWR,UF15,Unimpaired,D,11,8,stdev,487.9500365,7.837962214
Upper Calaveras California,DWR,UF15,Unimpaired,D,12,9,stdev,617.2133998,10.12311542
Upper Calaveras California,DWR,UF15,Unimpaired,D,1,10,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,2,11,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,3,12,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,4,1,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,5,2,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,6,3,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,7,4,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,8,5,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,9,6,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,10,7,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,11,8,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,12,9,count,15,15
Upper Calaveras California,DWR,UF15,Unimpaired,D,1,10,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,2,11,median,2000,32.52688172
Upper Calaveras California,DWR,UF15,Unimpaired,D,3,12,median,3000,48.79032258
Upper Calaveras California,DWR,UF15,Unimpaired,D,4,1,median,7000,113.844086
Upper Calaveras California,DWR,UF15,Unimpaired,D,5,2,median,14000,252.0833333
Upper Calaveras California,DWR,UF15,Unimpaired,D,6,3,median,12000,189.0625
Upper Calaveras California,DWR,UF15,Unimpaired,D,7,4,median,6000,100.8333333
Upper Calaveras California,DWR,UF15,Unimpaired,D,8,5,median,2000,32.52688172
Upper Calaveras California,DWR,UF15,Unimpaired,D,9,6,median,1000,16.80555556
Upper Calaveras California,DWR,UF15,Unimpaired,D,10,7,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,11,8,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,12,9,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,1,10,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,2,11,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,3,12,p10,600,9.758064516
Upper Calaveras California,DWR,UF15,Unimpaired,D,4,1,p10,3000,48.79032258
Upper Calaveras California,DWR,UF15,Unimpaired,D,5,2,p10,4800,83.44827584
Upper Calaveras California,DWR,UF15,Unimpaired,D,6,3,p10,5000,80.30073925
Upper Calaveras California,DWR,UF15,Unimpaired,D,7,4,p10,3000,49.76612903
Upper Calaveras California,DWR,UF15,Unimpaired,D,8,5,p10,1000,16.06014785
Upper Calaveras California,DWR,UF15,Unimpaired,D,9,6,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,10,7,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,11,8,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,12,9,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,D,1,10,p90,2400,38.42237903
Upper Calaveras California,DWR,UF15,Unimpaired,D,2,11,p90,9000,148.3225806
Upper Calaveras California,DWR,UF15,Unimpaired,D,3,12,p90,21400,348.0376344
Upper Calaveras California,DWR,UF15,Unimpaired,D,4,1,p90,26800,435.860215
Upper Calaveras California,DWR,UF15,Unimpaired,D,5,2,p90,39000,702.2321429
Upper Calaveras California,DWR,UF15,Unimpaired,D,6,3,p90,27000,439.1129032
Upper Calaveras California,DWR,UF15,Unimpaired,D,7,4,p90,18400,303.8010753
Upper Calaveras California,DWR,UF15,Unimpaired,D,8,5,p90,4800,78.06451613
Upper Calaveras California,DWR,UF15,Unimpaired,D,9,6,p90,2000,32.96057348
Upper Calaveras California,DWR,UF15,Unimpaired,D,10,7,p90,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,D,11,8,p90,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,D,12,9,p90,1400,23.09408602
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,mean,357.1428571,5.735767089
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,mean,2428.571429,40.5811572
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,mean,9142.857143,147.7141537
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,mean,11214.28571,181.9109423
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,mean,24000,430.1027739
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,mean,27214.28571,437.9512289
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,mean,14500,241.2023169
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,mean,5071.428571,81.89804148
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,mean,1500,25.01472094
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,mean,214.2857143,3.485023041
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,mean,285.7142857,4.646697389
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,mean,142.8571429,2.400793651
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,stdev,497.2451581,7.987323454
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,stdev,3298.351236,55.44017923
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,stdev,13524.09327,219.9566826
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,stdev,11116.0215,181.071561
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,stdev,25386.24703,457.5151602
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,stdev,17043.73818,270.3870109
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,stdev,11699.76989,193.4122528
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,stdev,3099.982276,50.11930651
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,stdev,1091.928428,18.22202389
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,stdev,578.9342235,9.415462506
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,stdev,468.8072309,7.624418675
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,stdev,363.1365196,6.102710956
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,count,14,14
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,median,1000,16.80555556
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,median,3000,48.02797379
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,median,6000,96.05594758
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,median,16500,297.0982143
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,median,26500,424.8823925
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,median,9000,151.25
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,median,4000,65.05376344
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,median,1500,25.20833334
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,p10,1000,16.0093246
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,p10,2000,32.0186492
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,p10,4500,79.7849959
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,p10,7000,113.844086
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,p10,4500,75.625
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,p10,1500,24.39516129
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,BN,1,10,p90,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,BN,2,11,p90,9500,159.6527778
Upper Calaveras California,DWR,UF15,Unimpaired,BN,3,12,p90,34500,561.0887097
Upper Calaveras California,DWR,UF15,Unimpaired,BN,4,1,p90,33500,544.8252688
Upper Calaveras California,DWR,UF15,Unimpaired,BN,5,2,p90,79500,1431.473215
Upper Calaveras California,DWR,UF15,Unimpaired,BN,6,3,p90,59000,942.263105
Upper Calaveras California,DWR,UF15,Unimpaired,BN,7,4,p90,38000,628.5819893
Upper Calaveras California,DWR,UF15,Unimpaired,BN,8,5,p90,10500,170.7661291
Upper Calaveras California,DWR,UF15,Unimpaired,BN,9,6,p90,3000,50.41666667
Upper Calaveras California,DWR,UF15,Unimpaired,BN,10,7,p90,1500,24.39516129
Upper Calaveras California,DWR,UF15,Unimpaired,BN,11,8,p90,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,BN,12,9,p90,1000,16.80555556
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,mean,588.2352941,9.566729918
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,mean,9941.176471,166.6524352
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,mean,21823.52941,354.4473434
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,mean,35529.41176,573.2264983
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,mean,59058.82353,1047.08448
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,mean,32588.23529,525.5423288
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,mean,23588.23529,393.5114906
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,mean,7000,112.9771011
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,mean,2705.882353,45.05929791
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,mean,1117.647059,18.05720272
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,mean,352.9411765,5.710141919
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,mean,294.1176471,4.910921359
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,stdev,870.2602721,14.15342647
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,stdev,18952.14562,318.5122255
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,stdev,29555.53098,480.9120596
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,stdev,23656.7053,385.1651062
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,stdev,47181.12783,823.830424
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,stdev,16937.60175,273.5239911
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,stdev,16770.72905,281.1662386
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,stdev,2761.340254,45.16224579
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,stdev,919.5587177,15.32958396
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,stdev,857.4929257,13.96497498
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,stdev,606.3390626,9.827976321
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,stdev,469.6682183,7.843049364
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,count,17,17
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,median,2000,33.61111111
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,median,5000,81.3172043
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,median,31000,504.1666667
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,median,54000,938.7931034
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,median,26000,422.8494624
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,median,17000,285.6944444
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,median,6000,94.53125
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,median,3000,48.79032258
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,median,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,p10,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,p10,11400,185.4032258
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,p10,8800,158.4523809
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,p10,10400,168.3266129
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,p10,8000,134.0107527
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,p10,4000,64.64717742
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,p10,1800,29.27419355
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,AN,1,10,p90,2200,35.77956989
Upper Calaveras California,DWR,UF15,Unimpaired,AN,2,11,p90,55200,927.6666667
Upper Calaveras California,DWR,UF15,Unimpaired,AN,3,12,p90,84000,1366.129032
Upper Calaveras California,DWR,UF15,Unimpaired,AN,4,1,p90,79600,1294.569893
Upper Calaveras California,DWR,UF15,Unimpaired,AN,5,2,p90,125800,2187.04023
Upper Calaveras California,DWR,UF15,Unimpaired,AN,6,3,p90,60000,951.8178764
Upper Calaveras California,DWR,UF15,Unimpaired,AN,7,4,p90,58400,981.4444444
Upper Calaveras California,DWR,UF15,Unimpaired,AN,8,5,p90,11600,188.655914
Upper Calaveras California,DWR,UF15,Unimpaired,AN,9,6,p90,4000,67.22222222
Upper Calaveras California,DWR,UF15,Unimpaired,AN,10,7,p90,2200,35.77956989
Upper Calaveras California,DWR,UF15,Unimpaired,AN,11,8,p90,1200,19.51612903
Upper Calaveras California,DWR,UF15,Unimpaired,AN,12,9,p90,1000,16.80555556
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,mean,555.5555556,8.997598068
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,mean,4333.333333,72.42250763
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,mean,30370.37037,488.5808692
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,mean,69333.33333,1120.822133
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,mean,66481.48148,1191.56632
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,mean,74407.40741,1206.544019
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,mean,45407.40741,761.7514602
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,mean,13777.77778,223.3023136
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,mean,4518.518519,75.65511748
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,mean,1888.888889,30.53159847
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,mean,592.5925926,9.581124303
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,mean,703.7037037,11.7458184
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,stdev,1050.030525,17.0610929
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,stdev,7462.727899,125.3488699
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,stdev,35883.51684,574.6161203
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,stdev,48289.98941,781.2800411
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,stdev,51304.0487,923.568593
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,stdev,45562.51771,741.7608159
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,stdev,42492.76795,714.9774598
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,stdev,9904.673851,161.2934966
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,stdev,2750.809257,46.33448486
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,stdev,1310.705428,21.18596174
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,stdev,797.0744227,12.8857079
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,stdev,775.3319297,12.94630382
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,count,27,27
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,median,2000,32.52688172
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,median,18000,283.59375
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,median,65000,1057.123656
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,median,47000,846.2797619
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,median,69000,1122.177419
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,median,29000,487.3611111
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,median,11000,178.8978495
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,median,4000,65.05376344
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,median,2000,32.52688172
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,median,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,median,1000,16.26344086
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,p10,3800,61.80107527
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,p10,13000,211.4247312
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,p10,14000,252.0833333
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,p10,15200,240.6989247
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,p10,11400,185.4032258
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,p10,5000,80.80897177
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,p10,1800,30.25
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,p10,0,0
Upper Calaveras California,DWR,UF15,Unimpaired,W,1,10,p90,1200,19.51612903
Upper Calaveras California,DWR,UF15,Unimpaired,W,2,11,p90,10200,171.4166667
Upper Calaveras California,DWR,UF15,Unimpaired,W,3,12,p90,106400,1676.354167
Upper Calaveras California,DWR,UF15,Unimpaired,W,4,1,p90,124600,2026.424731
Upper Calaveras California,DWR,UF15,Unimpaired,W,5,2,p90,166400,2996.190476
Upper Calaveras California,DWR,UF15,Unimpaired,W,6,3,p90,156000,2537.096774
Upper Calaveras California,DWR,UF15,Unimpaired,W,7,4,p90,119600,2009.944445
Upper Calaveras California,DWR,UF15,Unimpaired,W,8,5,p90,33200,539.9462366
Upper Calaveras California,DWR,UF15,Unimpaired,W,9,6,p90,8800,147.8888889
Upper Calaveras California,DWR,UF15,Unimpaired,W,10,7,p90,3400,55.29569892
Upper Calaveras California,DWR,UF15,Unimpaired,W,11,8,p90,2000,31.71370968
Upper Calaveras California,DWR,UF15,Unimpaired,W,12,9,p90,2000,33.61111111
Upper Mokelumne,CDEC,MKM,65,C,1,10,mean,4306.5,69.77448127
Upper Mokelumne,CDEC,MKM,65,C,2,11,mean,7896.772727,131.0728114
Upper Mokelumne,CDEC,MKM,65,C,3,12,mean,13260.77273,212.8010249
Upper Mokelumne,CDEC,MKM,65,C,4,1,mean,12874.68182,207.7079112
Upper Mokelumne,CDEC,MKM,65,C,5,2,mean,24750.95455,441.1463696
Upper Mokelumne,CDEC,MKM,65,C,6,3,mean,48005.09091,774.5607401
Upper Mokelumne,CDEC,MKM,65,C,7,4,mean,80573.45455,1342.667245
Upper Mokelumne,CDEC,MKM,65,C,8,5,mean,91104.77273,1469.372196
Upper Mokelumne,CDEC,MKM,65,C,9,6,mean,32480.5,542.4691398
Upper Mokelumne,CDEC,MKM,65,C,10,7,mean,3923.045455,63.29939096
Upper Mokelumne,CDEC,MKM,65,C,11,8,mean,1154,18.58869708
Upper Mokelumne,CDEC,MKM,65,C,12,9,mean,1194.681818,19.86051971
Upper Mokelumne,CDEC,MKM,65,C,1,10,stdev,5165.382775,84.07983681
Upper Mokelumne,CDEC,MKM,65,C,2,11,stdev,8242.543383,135.5752045
Upper Mokelumne,CDEC,MKM,65,C,3,12,stdev,17982.71999,283.9298413
Upper Mokelumne,CDEC,MKM,65,C,4,1,stdev,8026.675374,130.3008919
Upper Mokelumne,CDEC,MKM,65,C,5,2,stdev,14894.9465,266.0916119
Upper Mokelumne,CDEC,MKM,65,C,6,3,stdev,27782.95895,451.080685
Upper Mokelumne,CDEC,MKM,65,C,7,4,stdev,28447.36371,476.8212809
Upper Mokelumne,CDEC,MKM,65,C,8,5,stdev,36381.51816,588.3511209
Upper Mokelumne,CDEC,MKM,65,C,9,6,stdev,24778.28252,415.5493992
Upper Mokelumne,CDEC,MKM,65,C,10,7,stdev,2908.830995,46.99684635
Upper Mokelumne,CDEC,MKM,65,C,11,8,stdev,1406.826452,22.58356824
Upper Mokelumne,CDEC,MKM,65,C,12,9,stdev,1599.898074,26.6295084
Upper Mokelumne,CDEC,MKM,65,C,1,10,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,2,11,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,3,12,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,4,1,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,5,2,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,6,3,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,7,4,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,8,5,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,9,6,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,10,7,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,11,8,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,12,9,count,22,22
Upper Mokelumne,CDEC,MKM,65,C,1,10,median,2704,42.60208334
Upper Mokelumne,CDEC,MKM,65,C,2,11,median,5124,86.11166667
Upper Mokelumne,CDEC,MKM,65,C,3,12,median,8751,140.1077642
Upper Mokelumne,CDEC,MKM,65,C,4,1,median,9486.5,154.266106
Upper Mokelumne,CDEC,MKM,65,C,5,2,median,19897.5,357.4991815
Upper Mokelumne,CDEC,MKM,65,C,6,3,median,41822,680.1696237
Upper Mokelumne,CDEC,MKM,65,C,7,4,median,78992,1327.504445
Upper Mokelumne,CDEC,MKM,65,C,8,5,median,79025.5,1285.226546
Upper Mokelumne,CDEC,MKM,65,C,9,6,median,23288,385.4080399
Upper Mokelumne,CDEC,MKM,65,C,10,7,median,3419.5,55.61283602
Upper Mokelumne,CDEC,MKM,65,C,11,8,median,890.5,14.21043557
Upper Mokelumne,CDEC,MKM,65,C,12,9,median,575,9.663194445
Upper Mokelumne,CDEC,MKM,65,C,1,10,p10,149.8,2.360130208
Upper Mokelumne,CDEC,MKM,65,C,2,11,p10,1340,22.21043907
Upper Mokelumne,CDEC,MKM,65,C,3,12,p10,2295.4,36.56443339
Upper Mokelumne,CDEC,MKM,65,C,4,1,p10,4304.9,70.01248656
Upper Mokelumne,CDEC,MKM,65,C,5,2,p10,8583.8,152.7094756
Upper Mokelumne,CDEC,MKM,65,C,6,3,p10,21300,338.5542187
Upper Mokelumne,CDEC,MKM,65,C,7,4,p10,37304.7,619.7242688
Upper Mokelumne,CDEC,MKM,65,C,8,5,p10,41282.5,671.3954973
Upper Mokelumne,CDEC,MKM,65,C,9,6,p10,8014.7,130.3465995
Upper Mokelumne,CDEC,MKM,65,C,10,7,p10,448.6,7.29577957
Upper Mokelumne,CDEC,MKM,65,C,11,8,p10,0,0
Upper Mokelumne,CDEC,MKM,65,C,12,9,p10,0,0
